type,properties/msha_id,properties/namemsha,properties/county,tot_prod,properties/notes,properties/year,geometry/type,lon,lat
Feature,1519426,Ky No 6,Harlan,337020,,2013,Point,-83.47999999979805,36.87889999968012
Feature,1519431,Mine #8,Bell,32567,,2013,Point,-83.51444400032912,36.78138799986108
Feature,1519432,Four Mile,Bell,111,,2013,Point,-83.73919999967573,36.81639999985987
Feature,1519433,Eagle 2,Pike,129212,,2013,Point,-82.61110000024968,37.29250000025962
Feature,1519437,S-14 Trace Fork,Knott,135519,,2013,Point,-83.9997000001101,37.283299999663605
Feature,1519441,Aces Branch Mine #9,Leslie,104220,,2013,Point,-83.33692051850957,37.230798107212514
Feature,1519449,Elk Creek,Clay,4487,,2013,Point,-83.6308330002039,37.12666600035469
Feature,1519451,S-9 Findlay Br,Pike,232611,,2013,Point,-82.5082999998324,37.67860000031692
Feature,1519455,Highsplint Strip #2 Dixie 25,Harlan,35618,,2013,Point,-83.08329999977731,36.883299999644066
Feature,1519459,Right Oakley Surface,Magoffin,521834,,2013,Point,-83.05750000033846,37.67810000024357
Feature,1519461,Surface #1,Pike,6800,,2013,Point,-82.18305499968021,37.49027699992965
Feature,1519467,Mine No. 3,Lawrence,21026,,2013,Point,-82.5219440004398,37.96388800006759
Feature,1519475,Beech Creek Surface Mine,Pike,114647,,2013,Point,-82.13499999995034,37.65670000014942
Feature,1519486,"Davex Energy, Llc #1",Knox,18064,,2013,Point,-83.96166600022536,36.85277700015721
Feature,1519488,No. 25,Martin,273727,,2013,Point,-82.61999999963828,37.75639999999734
Feature,1519498,No. 1,Harlan,72894,,2013,Point,-83.2252999998434,36.90419999970776
Feature,1519501,Mine No 11,Pike,275719,,2013,Point,-82.29719999989045,37.3675000000847
Feature,1519503,Mitco Job #12,Clay,33025,,2013,Point,-83.33639999959966,37.23079999974535
Feature,1519505,3117,Clay,1185,,2013,Point,-83.94559999967815,36.81669999988671
Feature,1519509,No 7,Lawrence,336061,,2013,Point,-82.61055499955333,37.94388799986815
Feature,1519511,Lewis Creek,Ohio,927727,,2013,Point,-86.99274620635569,37.35140188957795
Feature,1519515,Mine #4,Pike,1039510,,2013,Point,-82.40749999958054,37.54999999982938
Feature,1519522,Refuse Mine,Floyd,1986,Refuse coal is included,2013,Point,-82.71861099957886,37.33472199976744
Feature,1519525,Highsplint #1,Harlan,102108,,2013,Point,-83.07111100043561,36.868610999766574
Feature,1519532,Access Energy,Letcher,293401,,2013,Point,-82.76439999990285,37.254200000210155
Feature,1519533,Trace Fork 1,Letcher,375524,,2013,Point,-82.79969999967825,37.0282999997404
Feature,1519534,Eagle 3,Pike,230096,,2013,Point,-82.57999999992333,37.27999999999492
Feature,1519535,Kronos Mine,Ohio,2591159,,2013,Point,-87.06670000044275,37.40029999986155
Feature,1519539,Kellioka 1,Bell,25009,,2013,Point,-83.51969999993736,36.74669999997613
Feature,1519541,7-E,Pike,50108,,2013,Point,-82.16060000027099,37.426399999935946
Feature,1519542,Bear Branch Mine,Perry,264061,,2013,Point,-83.14749999969712,37.226099999809804
Feature,1519544,No 9,Pike,187552,,2013,Point,-82.14689999958706,37.45749999973004
Feature,1519548,Surface #4,Johnson,59330,,2013,Point,-82.891100000051,37.91939999968531
Feature,1519549,Pathfork,Harlan,12308,,2013,Point,-83.45305499961323,36.72194399965877
Feature,1519550,Begley Resources #1,Leslie,152361,,2013,Point,-83.42499999974085,37.12110000011677
Feature,1519552,Hubbs Creek Surface Mine,Knox,19610,,2013,Point,-83.90330000022212,36.76940000014316
Feature,1519554,No 1,Harlan,8586,Refuse coal is included,2013,Point,-83.21750000009659,36.783299999682114
Feature,1519555,N.A.A.M. No. 21,Ohio,27276,,2013,Point,-87.36527700041952,37.78472200020726
Feature,1519556,Job #8,Elliott,46421,,2013,Point,-83.18654600025845,38.0383860002994
Feature,1519557,H-1,Martin,81971,,2013,Point,-81.78388800041215,37.238888000066154
Feature,1519559,C 3,Knott,53140,,2013,Point,-82.76888800013032,37.29888800004619
Feature,1519565,Hubble 12,Floyd,159536,,2013,Point,-82.69919999990036,37.611700000148296
Feature,1519566,#6,Martin,162757,,2013,Point,-82.5661000001212,37.7203000000212
Feature,1519567,Liggett #8,Harlan,25422,,2013,Point,-83.35779999957292,36.787199999946466
Feature,1519568,Liggett  #9,Harlan,76097,,2013,Point,-83.35805499984104,36.787222000095156
Feature,1519572,Mobile Auger #3 Unit 57,Webster,8832,,2013,Point,-87.82444400015834,37.39583299965559
Feature,1519574,Coal Stone #10,Bell,194529,,2013,Point,-83.53969999979483,36.70919999976396
Feature,1519577,No 3,Letcher,28625,,2013,Point,-82.87689999977492,37.166899999852184
Feature,1519583,No.1,Harlan,10146,,2013,Point,-83.13749999976838,36.77250000028141
Feature,1519584,Sextons Creek Mine,Clay,3188,,2013,Point,-83.79250000004151,37.30560000025983
Feature,1519585,Ghm #30,Dickenson,5127,,2013,Point,-83.80777700039322,36.81527699989483
Feature,1519586,Hwm Ms0002,Knott,77660,,2013,Point,-82.93080000019032,37.42669999984856
Feature,1519588,Blackhawk #4 Surface Mine,Floyd,191181,,2013,Point,-82.75609999966557,37.542800000340044
Feature,1519593,Davis Energy / Red Bush,Breathitt,9910,,2013,Point,-83.507200000251,37.35579999971936
Feature,1519594,Job #2,Whitley,8945,,2013,Point,-84.10719999956862,36.722500000127425
Feature,1519598,Poundmill Mine No 90,Perry,298440,,2013,Point,-83.15170000004449,37.160600000073956
Feature,1519599,Wynn/Diamond Mine,Webster,29031,,2013,Point,-87.82721962280806,37.3962805178906
Feature,1519601,Sterling-107,Bell,14285,,2013,Point,-83.73440000017706,36.592800000184006
Feature,1519604,Beaver Mine No. 1,Pike,48125,,2013,Point,-82.31189999975872,37.348600000019005
Feature,1519608,No 2,Bell,50539,,2013,Point,-83.86780000043018,36.59559999964573
Feature,1519609,Ridgeline Coal Llc Job #4,Lawrence,101971,,2013,Point,-82.9777999995859,38.0249999997963
Feature,1519610,Emma Hwm #1,Floyd,3803,,2013,Point,-82.69690000015929,37.609399999810904
Feature,1519611,Tinsley Branch,Knox,62805,,2013,Point,-83.81639999977239,36.7605999998919
Feature,1519614,Maple Creek Mine #1,Whitley,64648,,2013,Point,-84.06029999973214,36.78359999988665
Feature,1519619,No. 1 Auger,Floyd,700,,2013,Point,-82.71220000007722,37.516100000281554
Feature,1519621,H-2,Breathitt,121572,,2013,Point,-82.17472199983096,37.51805499972635
Feature,1519622,Job 51,Pike,302034,,2013,Point,-82.60689999990232,37.3614000001915
Feature,1519627,Flag Ridge Job,Knox,78485,,2013,Point,-83.93138799970647,36.69749999991339
Feature,1519631,Mine #1,Clay,1190,,2013,Point,-83.80359999961208,37.13030000031971
Feature,1519632,Dogwood #5 Mine,Letcher,35430,,2013,Point,-82.7913879997454,37.020277000344436
Feature,1519633,Redhawk #4 Mine,Floyd,138794,,2013,Point,-82.72777700000456,37.52555499983705
Feature,1519638,Ben's Branch Mine,Perry,413575,,2013,Point,-83.22305500035392,37.21250000002048
Feature,1519641,No. 2 Auger,Letcher,2400,,2013,Point,-82.67030076871384,37.31375768852542
Feature,1519644,Superior Highwall Miner No. 12,Johnson,104780,,2013,Point,-82.72888800041535,37.8119440002852
Feature,1519645,Ky No.7,Harlan,23967,,2013,Point,-83.49472200030598,36.876666000190156
Feature,1519657,North Knottsville Mine,Daviess,302527,,2013,Point,-86.8938879999304,37.756111000216194
Feature,1519659,Redbush #1,Johnson,5100,,2013,Point,-82.92388800037324,37.92388799979301
Feature,1519660,No. 7,Lawrence,146701,,2013,Point,-82.59972199994647,37.94527700028534
Feature,1519662,Nineva Mine,Laurel,8759,,2013,Point,-83.96722200030757,37.15972200000911
Feature,1519663,Ghm #56,Letcher,33072,,2013,Point,-83.9466659998831,36.868887999806766
Feature,1519664,Auger # 50,Letcher,1560,,2013,Point,-82.89111099992166,37.91944400033489
Feature,1519666,Mine No 6,Letcher,51824,,2013,Point,-82.85500000020944,36.99638900021693
Feature,1519668,Jellico Creek Job,Whitley,111242,,2013,Point,-84.28166599974163,36.6861109997065
Feature,1519669,Lewis Creek Underground Mine,Ohio,618495,,2013,Point,-86.99333300027232,37.35138799966953
Feature,1519671,Laurel No. 1,Laurel,15437,,2013,Point,-83.97999999982827,37.214443999818386
Feature,1519674,Ten Spot,Harlan,3946,Refuse coal is included,2013,Point,-83.22638799978965,36.84694399984908
Feature,1519678,No. 4,Johnson,152103,,2013,Point,-82.70444399981304,37.80500000031836
Feature,1519679,Army Trail #1,Leslie,22182,,2013,Point,-83.42333299966135,37.033887999668764
Feature,1519681,1,Letcher,47381,,2013,Point,-82.58972200001774,37.19944399986718
Feature,1519683,P.Ridge Mine-South Pit,Ohio,26300,,2013,Point,-86.98694399961367,37.580556000230736
Feature,1519685,Fedscreek Refuse Pile,Pike,17357,Refuse coal is included,2013,Point,-82.2469440001537,37.401111000348955
Feature,1519687,Mulberry Mine #1,Whitley,28646,,2013,Point,-84.02305500004293,36.712776999914404
Feature,1519689,No 24,Pike,81027,,2013,Point,-82.42944400042525,37.428332999797355
Feature,1519691,Cam Creek 107,Lawrence,4717,,2013,Point,-82.94722200038966,38.045554999813156
Feature,1519700,Ky No. 9,Bell,16256,,2013,Point,-83.5016659999101,36.87222200002209
Feature,1519701,Wynn / Diamond Mine,Webster,9595,,2013,Point,-87.8272219997503,37.39583299965559
Feature,1519706,No. 3,Knox,1914,,2013,Point,-83.89250000022722,36.825555000256166
Feature,1519710,E-2 Hurricane,Pike,6317,,2013,Point,-180,-90
Feature,1519711,Pegs Branch #2,Pike,3966,,2013,Point,-82.26916599993444,37.62277699974344
Feature,1519713,# 1 Refuse,Letcher,1879,Refuse coal is included,2013,Point,-82.95111100039242,37.15583300005083
Feature,1519722,No. 11 Allen Branch Job,Pike,1335,,2013,Point,-180,-90
Feature,1601031,Dolet Hills Lignite Company,De Soto,2715366,,2013,Point,-93.47499999998878,31.96000000017366
Feature,1601499,Five Forks Mine,Natchitoches,94405,,2013,Point,-92.97444400028988,32.164721999844076
Feature,1800133,Cabin Run,Allegany,483904,,2013,Point,-78.93529999987163,39.60169999999736
Feature,1800170,Jackson Mountain,Allegany,62244,,2013,Point,-78.9831000002317,39.52970000005095
Feature,1800372,No 1 Strip,Garrett,77916,,2013,Point,-79.19999999975504,39.44999999989876
Feature,1800391,No 1 Strip,Allegany,85470,,2013,Point,-78.96970000002175,39.58469999981994
Feature,1800529,Cobra No 1,Allegany,25230,,2013,Point,-79.00829999962093,39.53329999967926
Feature,1800630,#1 Strip,Garrett,6459,,2013,Point,-79.00530000027113,39.58529999972513
Feature,1800713,Job #3,Allegany,237781,,2013,Point,-79.03420000041551,39.53109999972408
Feature,1800744,No 1 Strip,Allegany,3347,,2013,Point,-79.02570000016166,39.49946000028814
Feature,1800748,Taylor # 1,Allegany,315247,,2013,Point,-79.07890000007004,39.52580000004389
Feature,1800752,Federal Hill Mine,Allegany,63680,,2013,Point,-79.90000000015665,39.188888000280194
Feature,1800756,Laoc Strip #1,Garrett,12347,,2013,Point,-79.46999999962762,39.24330000029692
Feature,1800760,No. 1 Mine,Allegany,71159,,2013,Point,-78.90830000033353,39.61670000020747
Feature,1800761,Steyer Ii,Garrett,106686,,2013,Point,-79.37000000034024,39.32279999984568
Feature,1800765,No. 1 Surface,Garrett,56190,,2013,Point,-79.07500000019664,39.49999999996665
Feature,1800769,Carlos Surface,Allegany,3795,,2013,Point,-78.96279999990024,39.61810000025949
Feature,1800770,Kelly Mine,Garrett,6341,,2013,Point,-79.4546999997097,39.25810000010149
Feature,1800776,No. 1 Surface,Allegany,40354,,2013,Point,-79.96669999983406,39.63330000004348
Feature,1800777,Jackson,Allegany,4557,,2013,Point,-78.98780000017126,39.5141999999044
Feature,1800780,Casselman Mine,Garrett,248522,,2013,Point,-79.20190000036133,39.6617000003047
Feature,1800790,Wolf Den Run Mine,Garrett,6734,,2013,Point,-79.24416600038047,39.42361100020085
Feature,2200690,Red Hills Mine,Choctaw,3323478,,2013,Point,-89.23969999960026,33.377200000285775
Feature,2200803,Liberty Mine,Kemper,251591,,2013,Point,-88.76416599991367,32.60972199977998
Feature,2302262,Hume #1,Bates,413703,,2013,Point,-94.59999999960759,38.166700000243814
Feature,2400106,Savage Mine,Richland,354184,,2013,Point,-104.45640000001343,47.47610000017337
Feature,2400839,Decker Mine,Big Horn,3121820,,2013,Point,-106.78109999959013,45.04140000012695
Feature,2400910,Absaloka Mine,Big Horn,4168748,,2013,Point,-107.04529999988131,45.78329999990122
Feature,2401457,Spring Creek Coal Company,Big Horn,17669717,,2013,Point,-106.89890000034966,45.11689999999279
Feature,2401747,Rosebud Mine&crusher/Conveyor,Rosebud,8234130,,2013,Point,-106.63329999994268,45.86670000020553
Feature,2401950,Bull Mountains Mine No 1,Musselshell,8682884,,2013,Point,-108.41670000011582,46.273599999695165
Feature,2900097,Navajo Mine,San Juan,7283590,,2013,Point,-108.51249999995417,36.587500000225305
Feature,2901879,Lee Ranch Coal Mine,Mckinley,19395,,2013,Point,-107.62670000035556,35.513599999720654
Feature,2902170,San Juan Mine 1,San Juan,5989380,,2013,Point,-108.37670000040087,36.77440000026956
Feature,2902257,El Segundo,Mckinley,8676276,,2013,Point,-107.87670000037066,35.666099999951285
Feature,3200043,Beulah Mine,Mercer,2477559,,2013,Point,-101.75139999997575,47.18719999994751
Feature,3200218,Center Mine,Oliver,3728709,,2013,Point,-101.33169999984942,47.075299999961665
Feature,3200491,Falkirk Mine,Mclean,7650076,,2013,Point,-101.14609999977066,47.40250000015539
Feature,3200595,Freedom Mine,Mercer,13782716,,2013,Point,-101.77939999959655,47.41469999986216
Feature,3300789,Bowman Strip,Jackson,96165,,2013,Point,-82.5681000002866,38.925299999685365
Feature,3300965,Rice #1 (Strip),Belmont,906631,,2013,Point,-80.99499999998926,40.088600000164824
Feature,3300968,Hopedale Mine,Harrison,1124532,,2013,Point,-80.91940000002494,40.34719999977771
Feature,3301070,Century Mine,Monroe,8039546,,2013,Point,-80.9972000001712,39.82749999966091
Feature,3301159,Powhatan No. 6 Mine,Belmont,5550146,,2013,Point,-80.96389999966291,39.96810000006186
Feature,3301358,Sands Hill Strip,Vinton,152954,,2013,Point,-82.49330000038846,39.157500000212366
Feature,3301925,Orange Strip,Noble,459330,,2013,Point,-81.39670000042352,39.846100000123066
Feature,3302127,Jefferson Pits,Jefferson,4462,,2013,Point,-80.86720000019929,40.483599999972185
Feature,3302565,Dundas Job,Vinton,283430,,2013,Point,-82.47749999998001,39.18920000031518
Feature,3302930,F & M Strip,Jefferson,3998,,2013,Point,-80.81690000008162,40.33360000016685
Feature,3303737,D. And D. Strip,Mahoning,3616,,2013,Point,-80.46939999963843,40.33609999966295
Feature,3303770,Rice #2 (Strip),Noble,25821,,2013,Point,-81.31779999973712,39.93329999980204
Feature,3303930,Lisbon Mine,Columbiana,38780,,2013,Point,-80.76829999965541,40.77190000000609
Feature,3304045,Stark Pits,Stark,9852,,2013,Point,-81.26279999967988,40.70609999976888
Feature,3304059,Rose Valley #587,Harrison,103900,,2013,Point,-80.90920000007965,40.29859999966452
Feature,3304109,Kimble #1,Tuscarawas,216263,,2013,Point,-81.49250000026186,40.493899999931
Feature,3304179,Tuscarawas Strip,Tuscarawas,756769,,2013,Point,-81.56309999981266,40.401900000081916
Feature,3304181,Stark Strip,Stark,419217,,2013,Point,-81.45220000007293,40.64999999970183
Feature,3304336,Oxford Mining #3,Perry,836870,,2013,Point,-82.16810000044211,39.731699999976094
Feature,3304389,Buckingham Mine #2,Athens,11860,Refuse coal is included,2013,Point,-82.55000000013712,39.5750000000053
Feature,3304414,Snyder Mine,Harrison,1207505,,2013,Point,-81.01109999997334,40.18060000023696
Feature,3304509,Tusky,Tuscarawas,211508,,2013,Point,-81.30670000016654,40.3932999999627
Feature,3304520,Buckingham Mine No 7,Perry,613596,,2013,Point,-82.0583000003442,39.5750000000053
Feature,3304526,Buckingham  Mine #6,Perry,953947,,2013,Point,-82.06249999979325,39.60610000028274
Feature,3304538,Dairy Jean Mine,Jefferson,665586,,2013,Point,-80.6325000001021,40.261700000095495
Feature,3304550,Salt Run Mine #1,Jefferson,586744,,2013,Point,-81.12640000007698,40.47559999973363
Feature,3304565,Bergholz 7,Jefferson,282283,,2013,Point,-80.83689999993909,40.50719999982253
Feature,3304577,Sexton 2 Pit,Harrison,743654,,2013,Point,-81.02109999990208,38.32470000010185
Feature,3304591,Shean Hill Mine,Jefferson,206488,,2013,Point,-80.82859999970181,40.56139999968769
Feature,3304605,Carroll Hollow #6,Carroll,238241,,2013,Point,-80.8961000003437,40.57529999985559
Feature,3304624,Oxford Guernsey Mine,Guernsey,165080,,2013,Point,-81.29919999999542,39.97000000025879
Feature,3304645,Vail Mine,Harrison,205923,,2013,Point,-81.2805550000479,40.213610999942645
Feature,3401062,Joshua Coal Company,Okmulgee,2558,,2013,Point,-95.93610000006669,35.500000000008214
Feature,3401343,Phoenix No 3,Craig,28441,,2013,Point,-95.24499999995199,36.849444000345464
Feature,3401728,Liberty Mine,Haskell,16674,,2013,Point,-95.0000000003504,35.31666600035467
Feature,3402076,Bull Hill,Le Flore,214408,,2013,Point,-94.76860000007699,34.94809999996212
Feature,3402080,P8 North,Le Flore,441894,,2013,Point,-94.54500000044867,35.22439999985496
Feature,3402081,H & H,Nowata,240140,,2013,Point,-95.45360000013636,36.666099999684405
Feature,3402105,Calder Mine,Le Flore,1566,,2013,Point,-94.6999999997933,35.25000000032703
Feature,3402108,Taloka Creek Mine,Haskell,170646,,2013,Point,-95.08500000019386,35.29080000031764
Feature,3600884,"River Hill Coal Co., Inc.",Clearfield,161622,,2013,Point,-78.16579999956103,41.10860000026065
Feature,3601241,Rockton/Shaffer Mine,Clearfield,107200,,2013,Point,-78.68389999974075,41.091399999781196
Feature,3601262,Tamburlin Strip,Elk,5882,,2013,Point,-78.61390000023957,41.321399999848396
Feature,3601325,Beilchick Bros Strips,Indiana,674,,2013,Point,-78.93416599989463,40.574443999758614
Feature,3601734,Jeddo Basin (J-44),Luzerne,52235,,2013,Point,-75.92059999982206,40.98439999973221
Feature,3601761,Tamaqua Mine,Schuylkill,255216,,2013,Point,-76.10905500038399,40.711991000282175
Feature,3601818,R S & W Drift,Schuylkill,11967,,2013,Point,-76.23579999983967,40.66690000012765
Feature,3601877,K K Strip,Schuylkill,21229,,2013,Point,-76.16750000002993,40.71420000022201
Feature,3601965,Buck Run P-8 P-10,Schuylkill,61788,,2013,Point,-76.27939999985236,40.715300000301056
Feature,3601977,Wadesville P-33,Schuylkill,68852,,2013,Point,-76.21059999955213,40.71939999979886
Feature,3602022,Buck Mountain Slope,Dauphin,623,,2013,Point,-76.565976999735,40.588732000077606
Feature,3602203,N & L Slope,Northumberland,7936,,2013,Point,-76.64859999984449,40.76670000027499
Feature,3602703,Fisher Mining Company,Lycoming,228232,,2013,Point,-77.32310000038291,41.475300000117194
Feature,3602733,Kasubick #4,Clearfield,4840,,2013,Point,-78.38830000044585,40.86689999966806
Feature,3602773,Shaw,Somerset,164336,,2013,Point,-79.06580000033406,39.76860000003113
Feature,3603328,Mine No 1,Somerset,108484,,2013,Point,-78.98279999975773,39.97169999969357
Feature,3603561,Mcclure Strip,Jefferson,235642,Refuse coal is included,2013,Point,-78.8278000004131,40.84969999994777
Feature,3604186,A W Long Coal Company,Clearfield,121,,2013,Point,-78.18305500033684,40.931943999961554
Feature,3604383,Lattimer Division,Luzerne,97603,,2013,Point,-75.98330000006695,40.991699999902174
Feature,3604782,Worthville Mine,Jefferson,113740,,2013,Point,-78.97689999971892,41.0399999999753
Feature,3604969,#9 Operation,Luzerne,30986,Refuse coal is included,2013,Point,-75.76527700043727,41.33472200015104
Feature,3605018,Cumberland Mine,Greene,5576502,,2013,Point,-80.28530000013286,40.36029999967469
Feature,3605019,Twin Brook #3,Indiana,22429,,2013,Point,-78.76610000025092,40.618900000302595
Feature,3605023,Morris Ridge Strip,Columbia,37422,,2013,Point,-76.40810000016592,40.80420000001611
Feature,3605104,Mc Broom,Westmoreland,1516,,2013,Point,-79.28420000043063,40.36920000003104
Feature,3605208,Ancient Sun Strip Saylor-Mckin,Clarion,2058,,2013,Point,-79.55360000025358,41.276400000186115
Feature,3605396,Peach Mt. Strip,Schuylkill,8073,,2013,Point,-76.27779999972005,40.68580000011758
Feature,3605466,Emerald Mine No 1,Greene,3584579,,2013,Point,-80.22330000039503,40.45889999970641
Feature,3605493,Reese No 1 & 2 Strip,Clearfield,4002,,2013,Point,-78.10860000022018,41.152799999765925
Feature,3605513,Speedway No 1 Strip Mine,Clearfield,33975,,2013,Point,-78.48390000026765,41.03779999998437
Feature,3605518,Eagle Hill Strip,Schuylkill,7844,,2013,Point,-76.14389999987473,40.69719999980037
Feature,3605828,Yenzi Strip #3 Mine,Jefferson,11048,,2013,Point,-78.88940000011786,41.077500000171646
Feature,3606071,Brosious Mine,Jefferson,4174,,2013,Point,-78.96059999971828,40.99419999994158
Feature,3606393,Wymps Gap Surface Coal Mine,Fayette,13006,,2013,Point,-79.76809999957844,39.756099999914284
Feature,3606438,Hoffman No 1,Somerset,208301,,2013,Point,-78.89029999974314,40.19190000026732
Feature,3606562,Reichard Strips,Jefferson,41175,,2013,Point,-79.40000000012645,40.990599999686836
Feature,3606586,Waroquier #1,Clearfield,157890,,2013,Point,-78.45420000005707,40.991699999902174
Feature,3606678,Heritage #1,Blair,31677,,2013,Point,-78.80220000009248,40.202499999959784
Feature,3606753,Coal Loaders-Derry Tipple,Westmoreland,103957,,2013,Point,-79.50080000037832,40.23750000030207
Feature,3606905,Armstrong Co Strips,Butler,7237,,2013,Point,-79.40890000041337,40.93999999984073
Feature,3607079,Shantytown Strip Mine,Luzerne,7600,,2013,Point,-76.3486000001857,41.48170000022148
Feature,3607205,Bell #1,Clearfield,10081,,2013,Point,-78.45059999975933,40.81029999978132
Feature,3607230,Bailey Mine,Greene,11321481,,2013,Point,-80.42309999985157,39.97390000010024
Feature,3607240,E O J Strip Mine,Schuylkill,6676,,2013,Point,-76.10780000003317,40.71110000027337
Feature,3607341,Acosta Mine,Somerset,29998,,2013,Point,-79.06611099978038,40.10000000025917
Feature,3607416,Enlow Fork Mine,Washington,10111722,,2013,Point,-80.41559999968044,39.94720000003083
Feature,3607443,Cherep #1,Allegheny,5529,,2013,Point,-79.46666600036697,40.633332999675964
Feature,3607506,Round Knob,Huntingdon,2918,,2013,Point,-78.0974999997513,40.17277699985504
Feature,3607514,M S M Coal Company Inc,Jefferson,8148,,2013,Point,-79.02969999959419,41.09609999966773
Feature,3607550,Swisher Contracting Inc.,Clearfield,79295,,2013,Point,-78.33780000031163,41.01610000008339
Feature,3607561,Baumgardner Operation,Clearfield,56062,,2013,Point,-78.7131000003591,41.06360000009375
Feature,3607576,Brockton Stripping,Schuylkill,13866,,2013,Point,-76.42786999986964,40.7192100001211
Feature,3607630,Olde Buck Mine,Schuylkill,940,,2013,Point,-76.2928000000623,40.706700000148345
Feature,3607636,Mid Port Strip,Schuylkill,29437,,2013,Point,-76.12470000008341,40.73889999994894
Feature,3607670,King #1,Clearfield,54791,,2013,Point,-78.25832999971283,41.08471999978782
Feature,3607730,Serill Strip,Schuylkill,6455,,2013,Point,-76.28280000013355,40.70469999988053
Feature,3607741,Rock Ridge No 1 Slope,Schuylkill,2284,,2013,Point,-76.44999999958887,40.58720000004164
Feature,3607772,Lone Eagle Mine,Schuylkill,8160,,2013,Point,-76.30420000010683,40.71500000003925
Feature,3607806,Tremont Stripping,Schuylkill,24428,,2013,Point,-76.40469999988473,40.62579999975812
Feature,3607838,Harmony Mine,Northumberland,13086,,2013,Point,-76.38639999971869,40.79529999981189
Feature,3607880,Condor Mine,Indiana,8303,,2013,Point,-79.37170000003167,40.578599999790384
Feature,3607928,Fieg Bros Coal Co.,Somerset,106765,,2013,Point,-79.96689999985061,39.909399999679984
Feature,3607973,Fayette Co Strips,Fayette,92457,,2013,Point,-79.86197993763356,39.7516999997119
Feature,3608034,Mountaintop Strip,Schuylkill,4097,,2013,Point,-76.39500000042996,40.70555999984487
Feature,3608071,Enercorp Inc,Clearfield,8018,,2013,Point,-78.18689999995864,40.994399999917476
Feature,3608083,Joepa,Somerset,110395,,2013,Point,-79.09999999956932,39.85000000020499
Feature,3608135,Darmac No. 2 Mine,Armstrong,275948,,2013,Point,-79.30750000011187,40.69109999968508
Feature,3608140,Bell Corp,Schuylkill,23,,2013,Point,-76.03329999971065,40.763099999756434
Feature,3608163,Hoover Job,Clearfield,84177,,2013,Point,-78.32329999956156,41.00829999968557
Feature,3608248,Shawver Operation,Clearfield,44370,,2013,Point,-78.40000000006602,40.83469999994762
Feature,3608273,Clinton Surface Mine,Lackawanna,4394,,2013,Point,-75.50555500032775,41.62916600031763
Feature,3608337,Red Oak Mine,Schuylkill,8803,,2013,Point,-76.34170000006418,40.67499999972691
Feature,3608346,Primrose Slope,Schuylkill,13127,,2013,Point,-76.55193999966554,40.61389000031431
Feature,3608376,Beth #2,Indiana,9242,,2013,Point,-78.79329999980557,40.79249999997351
Feature,3608391,Glen Lyon Operation,Luzerne,35668,,2013,Point,-76.08250000018649,41.16079999996407
Feature,3608398,Epb Strip,Cambria,222141,,2013,Point,-78.67420000028598,40.67889999993166
Feature,3608419,Archbald Mtn Strip #1,Lackawanna,6044,,2013,Point,-75.5207999999941,41.55829999983406
Feature,3608422,Clearfield Co Strips,Clearfield,209083,,2013,Point,-78.65169999977257,40.9594000003209
Feature,3608489,West Spring Energy,Northumberland,67464,,2013,Point,-76.56666600037141,40.781111000120035
Feature,3608491,Ehenger,Indiana,38363,,2013,Point,-79.39220000037967,40.55140000026132
Feature,3608494,Good Spring South,Schuylkill,10984,,2013,Point,-76.61381399990499,40.588238999752704
Feature,3608497,Somerset Co Surface,Somerset,19610,,2013,Point,-79.12499999984034,40.10970000013788
Feature,3608501,Mountaineer #1,Somerset,51664,,2013,Point,-79.05750000009677,40.19360000029003
Feature,3608508,Barbara #2 Mine,Somerset,59689,,2013,Point,-78.92194400004263,39.95555499981556
Feature,3608517,"Adc, Inc Pit 008",Westmoreland,16938,,2013,Point,-79.76109999989782,40.23609999976322
Feature,3608525,Tom's Run Mine,Indiana,457231,,2013,Point,-79.2258000000922,40.45140000033615
Feature,3608541,Ben Hal Strips,Mercer,38544,,2013,Point,-79.88060000034879,41.16750000001433
Feature,3608571,Sarah,Somerset,31450,,2013,Point,-79.08749999988298,40.21279999970464
Feature,3608575,Job 127,Elk,25887,,2013,Point,-78.69999999972482,41.30749999977109
Feature,3608590,Continental Strip,Schuylkill,352914,,2013,Point,-76.30170000034923,40.80889999985602
Feature,3608593,Kamc Strip,Carbon,22040,,2013,Point,-75.8027770003946,40.83972199971392
Feature,3608602,Waroquier #2,Jefferson,18463,,2013,Point,-78.85170000014398,41.2208000001712
Feature,3608603,Tracy Lynne,Armstrong,359410,,2013,Point,-79.51330000006466,40.57919999978148
Feature,3608613,Silverton Stripping,Schuylkill,32633,,2013,Point,-76.28500000031552,40.65470000031373
Feature,3608620,Indiana County,Indiana,57223,,2013,Point,-79.09279999987217,40.564699999977435
Feature,3608624,Fossil #1,Indiana,7011,,2013,Point,-78.98190000013246,40.78059999985343
Feature,3608672,Marquise Strips,Somerset,21505,,2013,Point,-78.89943669892092,40.1439090842564
Feature,3608679,No 5 Vein,Schuylkill,10051,,2013,Point,-76.44999762264663,40.587644363727044
Feature,3608681,Mary-D Stripping,Schuylkill,13747,,2013,Point,-76.06110000021323,40.78329999990047
Feature,3608684,Hynoski Bros Shenandoah Strip,Schuylkill,16030,,2013,Point,-76.23388800043612,40.816666000166656
Feature,3608690,Lucerne  #1,Indiana,45686,Refuse coal is included,2013,Point,-79.44193999973236,40.521109999698595
