index,lat,lon
0,60.374972000070116,-152.3303000001203
1,60.38804799996803,-152.30958999971006
2,61.06928699989917,-151.29389499972152
3,60.37169899986717,-152.36029999990654
4,60.39051299986162,-152.35812499983894
5,33.7870850003342,-88.08743099993151
6,31.40521700016193,-88.19756400011534
7,35.508557999648744,-93.88766500027435
8,35.443674000052404,-93.93069200000164
9,34.35644500004158,-118.31403300037216
10,37.20982100028793,-119.74980199968256
11,34.1963980003539,-118.26186199996056
12,38.181601999941066,-122.06006800042805
13,38.26722600001542,-121.9395939998336
14,34.537056999690584,-120.03997300001517
15,38.037503999935375,-121.10848399977249
16,37.93498200009576,-121.27224399966197
17,37.91947900028522,-121.95154299987415
18,38.12049400032496,-121.3582999996646
19,34.33554200028005,-118.02521600012464
20,38.67959499982747,-121.9024410002059
21,39.177738999739006,-122.2375630002632
22,39.66595899998094,-121.6019190003153
23,39.0194919996759,-108.46183699961337
24,37.306693000243285,-102.53775799960549
25,40.2631670002239,-103.81228500012399
26,38.8298379997905,-108.65449300034754
27,39.644632000184565,-104.33173299964264
28,40.728090999692434,-103.09046399979964
29,40.31943899996846,-103.98439700012928
30,39.87432499968315,-104.33187199955981
31,39.21733200008346,-106.91578299978315
32,40.10843099997703,-103.63426100038437
33,41.14227000026226,-91.13583200034736
34,41.24685899989943,-91.33091000012308
35,43.37812400002266,-93.74348799959259
36,41.68532100017707,-94.04070700018471
37,40.13898000007657,-88.19699599985277
38,40.86572800024004,-88.44197999956083
39,39.51367999971188,-88.22078199978084
40,38.648105999894476,-88.9204890002795
41,39.76607799974213,-88.22286599961184
42,38.056515000109904,-89.82120999967934
43,38.579830000143794,-89.81766800000624
44,40.78599499981405,-89.76710599994774
45,41.11086300003535,-88.04590899990204
46,41.21113499995223,-87.67631700027273
47,39.228092999697964,-89.47800400019314
48,38.88592399968386,-89.43659199976852
49,40.49455900002747,-89.01085100003641
50,37.73035300001685,-88.93001800003005
51,40.408607000171145,-88.60429900022491
52,40.609151000114686,-88.82605900041972
53,40.1291220000692,-89.36530699977928
54,39.00112500029069,-89.01792299968704
55,37.76867700003627,-88.22796399993463
56,40.351311000208405,-88.80757900032862
57,40.96039399993413,-88.72193199968159
58,40.92302399975837,-88.58981199989364
59,38.8270819999596,-89.90019499985624
60,40.455807999869045,-90.67895399958066
61,40.85044100030576,-90.62022299970444
62,38.541821999825366,-90.07638199963712
63,41.34334099977313,-88.88593099994561
64,39.71829999990368,-90.20254299983499
65,41.05038399998606,-86.26500600001177
66,39.04380699989704,-86.48636899964819
67,38.397898000344675,-87.2325319995693
68,39.01791100016829,-87.11565099959992
69,39.09592500009275,-86.98025299972952
70,38.37334400014065,-86.87338500010767
71,38.83981499974149,-86.4878199998176
72,38.80766400014762,-87.03333899983507
73,38.009789000207775,-87.01064500005123
74,38.94482299982844,-86.7922550000004
75,38.812643000085146,-87.4203539995713
76,38.5860669999114,-87.3464340001053
77,38.02761399991972,-87.86865300044147
78,40.75379900013907,-86.355168999577
79,38.47621700014216,-85.71112200035795
80,39.10561900017013,-87.13412700039137
