type,properties/plant_code,properties/PLANT_NAME,properties/UTILITY_ID,properties/UTILITY_NA,properties/primary_fu,total_cap,properties/cap_coal,properties/cap_ng,properties/cap_pet,properties/cap_otherf,properties/cap_nuc,properties/cap_bio,properties/cap_geo,properties/cap_hydro,properties/cap_pump,properties/cap_solar,properties/cap_wind,properties/cap_wood,properties/cap_other,properties/Capacity_b,properties/producer_t,properties/Source,properties/PrimaryFue,geometry/type,lon,lat
Feature,7837,Louisa Generating,40229,Old Dominion Electric Coop,NG,465.5,0,465.5,0,,0,,,0,0,0,0,,,Natural Gas = 465.5 MW,Electric Utility,EIA,Natural Gas,Point,-78.21390000039506,38.11810000024643
Feature,7838,Remington,19876,Virginia Electric & Power Co,NG,608,0,608,0,,0,,,0,0,0,0,,,Natural Gas = 608 MW,Electric Utility,EIA,Natural Gas,Point,-77.77140000017967,38.544199999947075
Feature,7839,Ladysmith,19876,Virginia Electric & Power Co,NG,783,0,783,0,,0,,,0,0,0,0,,,Natural Gas = 783 MW,Electric Utility,EIA,Natural Gas,Point,-77.51329999994381,38.072200000244216
Feature,7841,Valdez Cogen,4329,"Copper Valley Elec Assn, Inc",PET,5.1,0,0,5.1,,0,,,0,0,0,0,,,Petroleum = 5.1 MW,Electric Utility,EIA,Petroleum,Point,-146.2528999996446,61.0839000001741
Feature,7842,Freedom Power Project,17697,Southwestern Electric Coop Inc - (IL),NG,45,0,45,0,,0,,,0,0,0,0,,,Natural Gas = 45 MW,Electric Utility,EIA,Natural Gas,Point,-88.858979999913,39.1033329998835
Feature,7843,Pleasant Valley,7570,Great River Energy,NG,419.4,0,419.4,0,,0,,,0,0,0,0,,,Natural Gas = 419.4 MW,Electric Utility,EIA,Natural Gas,Point,-92.68287399966638,43.79944599996282
Feature,7844,Minnesota River,12667,Minnesota Municipal Power Agny,NG,39,0,39,0,,0,,,0,0,0,0,,,Natural Gas = 39 MW,Electric Utility,EIA,Natural Gas,Point,-93.58101300019118,44.79523100027339
Feature,7845,Lagoon Creek,18642,Tennessee Valley Authority,NG,1407,0,1407,0,,0,,,0,0,0,0,,,Natural Gas = 1407 MW,Electric Utility,EIA,Natural Gas,Point,-89.39640000043295,35.657799999795415
Feature,7846,Brandy Branch,9617,JEA,NG,660.8,0,660.8,0,,0,,,0,0,0,0,,,Natural Gas = 660.8 MW,Electric Utility,EIA,Natural Gas,Point,-81.94859999980541,30.320599999692753
Feature,7847,Coon Rapids II,4305,City of Coon Rapids,PET,5.1,0,0,5.1,,0,,,0,0,0,0,,,Petroleum = 5.1 MW,Electric Utility,EIA,Petroleum,Point,-94.68077700043577,41.8710430002542
Feature,7848,Holden,924,"Associated Electric Coop, Inc",NG,210,0,210,0,,0,,,0,0,0,0,,,Natural Gas = 210 MW,Electric Utility,EIA,Natural Gas,Point,-93.99829999970022,38.7537999996863
Feature,7849,Knoxville Industrial,12341,MidAmerican Energy Co,PET,16,0,0,16,,0,,,0,0,0,0,,,Petroleum = 16 MW,Electric Utility,EIA,Petroleum,Point,-93.10110000005709,41.31579999971078
Feature,7850,Shenandoah,12341,MidAmerican Energy Co,PET,20,0,0,20,,0,,,0,0,0,0,,,Petroleum = 20 MW,Electric Utility,EIA,Petroleum,Point,-95.36689999970315,40.75940000000016
Feature,7851,Waterloo Lundquist,12341,MidAmerican Energy Co,PET,18,0,0,18,,0,,,0,0,0,0,,,Petroleum = 18 MW,Electric Utility,EIA,Petroleum,Point,-92.32939999956453,42.51469999983279
Feature,7853,West Receiving,5056,City of Denison - (IA),PET,1.8,0,0,1.8,,0,,,0,0,0,0,,,Petroleum = 1.8 MW,Electric Utility,EIA,Petroleum,Point,-95.3633329999157,42.02166699977261
Feature,7854,Avenue A Generator Sets,16198,City of Rock Falls - (IL),PET,3.6,0,0,3.6,,0,,,0,0,0,0,,,Petroleum = 3.6 MW,Electric Utility,EIA,Petroleum,Point,-89.68941600030465,41.78073499975934
Feature,7855,Moorhead Wind Turbine,12894,City of Moorhead - (MN),WND,1.4,0,0,0,,0,,,0,0,0,1.4,,,Wind = 1.4 MW,Electric Utility,EIA,Wind,Point,-96.73469999963993,46.895000000278664
Feature,7856,North,7626,City of Greenfield - (IA),PET,8,0,0,8,,0,,,0,0,0,0,,,Petroleum = 8 MW,Electric Utility,EIA,Petroleum,Point,-94.45500000019172,41.316399999727956
Feature,7857,Gilliam South,18231,City of Stuart - (IA),PET,4,0,0,4,,0,,,0,0,0,0,,,Petroleum = 4 MW,Electric Utility,EIA,Petroleum,Point,-94.32722200014305,41.49611099974421
Feature,7858,MEPI GT Facility,12159,Midwest Electric Power Inc,NG,239,0,239,0,,0,,,0,0,0,0,,,Natural Gas = 239 MW,IPP,EIA,Natural Gas,Point,-88.86610000014255,37.21749999967219
Feature,7860,Shelbina Power #3,17035,City of Shelbina - (MO),PET,3.6,0,0,3.6,,0,,,0,0,0,0,,,Petroleum = 3.6 MW,Electric Utility,EIA,Petroleum,Point,-92.03810000017612,39.691400000183094
Feature,7862,Power Creek,40215,"Cordova Electric Coop, Inc",HYC,5.6,0,0,0,,0,,,5.6,0,0,0,,,Hydro = 5.6 MW,Electric Utility,EIA,Hydroelectric,Point,-145.60453900027537,60.58868600015224
Feature,7863,Elk Mound,4716,Dairyland Power Coop,NG,69.7,0,69.7,0,,0,,,0,0,0,0,,,Natural Gas = 69.7 MW,Electric Utility,EIA,Natural Gas,Point,-91.56809599973415,44.90281400022327
Feature,7865,Earlville,5563,City of Earlville - (IA),PET,1.8,0,0,1.8,,0,,,0,0,0,0,,,Petroleum = 1.8 MW,Electric Utility,EIA,Petroleum,Point,-91.27249999973891,42.49420000014016
Feature,7867,Snoqualmie 2,15500,Puget Sound Energy Inc,HYC,31,0,0,0,,0,,,31,0,0,0,,,Hydro = 31 MW,Electric Utility,EIA,Hydroelectric,Point,-121.84139999964455,47.54450000017166
Feature,7869,Glenwood Landing,56505,National Grid Generation LLC,NG,91,0,79.2,11.8,,0,,,0,0,0,0,,,Natural Gas = 79.2 MW  Petroleum = 11.8 MW,Electric Utility,EIA,Natural Gas,Point,-73.64779999959705,40.82749999994117
Feature,7870,Encogen,15500,Puget Sound Energy Inc,NG,159.4,0,159.4,0,,0,,,0,0,0,0,,,Natural Gas = 159.4 MW,Electric Utility,EIA,Natural Gas,Point,-122.48599999995588,48.74600000004236
Feature,7872,Robert P Mone Plant,25422,National Power Coop Inc,NG,435,0,435,0,,0,,,0,0,0,0,,,Natural Gas = 435 MW,Electric Utility,EIA,Natural Gas,Point,-84.73919999973616,40.929699999952
Feature,7873,H L Culbreath Bayside Power Station,18454,Tampa Electric Co,NG,1854,0,1854,0,,0,,,0,0,0,0,,,Natural Gas = 1854 MW,Electric Utility,EIA,Natural Gas,Point,-82.42309999997244,27.907199999663483
Feature,7874,Edgerton,40577,"American Mun Power-Ohio, Inc",PET,3.6,0,0,3.6,,0,,,0,0,0,0,,,Petroleum = 3.6 MW,Electric Utility,EIA,Petroleum,Point,-84.75360000002881,41.44779999968436
Feature,7878,Wellington,40577,"American Mun Power-Ohio, Inc",PET,1,0,0,1,,0,,,0,0,0,0,,,Petroleum = 1 MW,Electric Utility,EIA,Petroleum,Point,-82.2205999998434,41.169699999998436
Feature,7883,Powell Valley,15293,Powell Valley Electric Coop,PET,19.8,0,0,19.8,,0,,,0,0,0,0,,,Petroleum = 19.8 MW,Electric Utility,EIA,Petroleum,Point,-83.05220000034927,36.573299999658566
Feature,7884,Dakota Magic,4775,Dakota Magic Casino,PET,1.5,0,0,1.5,,0,,,0,0,0,0,,,Petroleum = 1.5 MW,Commercial,EIA,Petroleum,Point,-96.83583299997773,45.93861099980799
Feature,7886,Wind Turbine,11479,Madison Gas & Electric Co,WND,0.8,0,0,0,,0,,,0,0,0,0.8,,,Wind = 0.8 MW,Electric Utility,EIA,Wind,Point,-87.63329999969292,44.66939999970795
Feature,7887,Terry Bundy Generating Station,11018,Lincoln Electric System,NG,176.2,0,169.6,1.8,,0,4.8,,0,0,0,0,,,Natural Gas = 169.6 MW  Petroleum = 1.8 MW  Biomass = 4.8 MW,Electric Utility,EIA,Natural Gas,Point,-96.61308600011901,40.909653000313966
Feature,7888,Parkside,4362,Corn Belt Energy Corporation,PET,5.4,0,0,5.4,,0,,,0,0,0,0,,,Petroleum = 5.4 MW,Electric Utility,EIA,Petroleum,Point,-88.98390000000377,40.5307999999541
Feature,7891,Gillum,4362,Corn Belt Energy Corporation,PET,3.6,0,0,3.6,,0,,,0,0,0,0,,,Petroleum = 3.6 MW,Electric Utility,EIA,Petroleum,Point,-88.9918999997671,40.4728000000064
Feature,7897,E B Harris Electric Generating Plant,17650,Southern Power Co,NG,1268.7,0,1268.7,0,,0,,,0,0,0,0,,,Natural Gas = 1268.7 MW,IPP,EIA,Natural Gas,Point,-86.574366000265,32.38135200015398
Feature,7898,New Knoxville,13464,Village of New Knoxville - (OH),PET,1,0,0,1,,0,,,0,0,0,0,,,Petroleum = 1 MW,Electric Utility,EIA,Petroleum,Point,-84.31611100009759,40.49388899990664
Feature,7900,Sand Hill,1015,Austin Energy,NG,595.8,0,595.8,0,,0,,,0,0,0,0,,,Natural Gas = 595.8 MW,Electric Utility,EIA,Natural Gas,Point,-97.6129000004066,30.209799999882467
Feature,7901,Byron,20847,Wisconsin Electric Power Co,WND,0.2,0,0,0,,0,,,0,0,0,0.2,,,Wind = 0.2 MW,Electric Utility,EIA,Wind,Point,-88.43809999977891,43.65750000006206
Feature,7902,Pirkey,17698,Southwestern Electric Power Co,COAL,721,721,0,0,,0,,,0,0,0,0,,,Coal = 721 MW,Electric Utility,EIA,Coal,Point,-94.48519999999448,32.46069999994863
Feature,7903,McCartney,17833,City Utilities of Springfield - (MO),NG,100,0,100,0,,0,,,0,0,0,0,,,Natural Gas = 100 MW,Electric Utility,EIA,Natural Gas,Point,-93.17083900034066,37.248430999983164
Feature,7907,Pine Flat,10325,Kings River Conservation Dist,HYC,165,0,0,0,,0,,,165,0,0,0,,,Hydro = 165 MW,Electric Utility,EIA,Hydroelectric,Point,-119.32700000009918,36.832599999656026
Feature,7909,Vernon Boulevard,15296,New York Power Authority,NG,79.9,0,79.9,0,,0,,,0,0,0,0,,,Natural Gas = 79.9 MW,Electric Utility,EIA,Natural Gas,Point,-73.9508000004023,40.75369999985535
Feature,7910,Joseph J Seymour Power Project,15296,New York Power Authority,NG,79.9,0,79.9,0,,0,,,0,0,0,0,,,Natural Gas = 79.9 MW,Electric Utility,EIA,Natural Gas,Point,-73.99999999997982,40.66309999979087
Feature,7911,Kern Canyon,14328,Pacific Gas & Electric Co,HYC,11.5,0,0,0,,0,,,11.5,0,0,0,,,Hydro = 11.5 MW,Electric Utility,EIA,Hydroelectric,Point,-118.79649800014242,35.44072000034317
Feature,7912,Brentwood,15296,New York Power Authority,NG,47,0,47,0,,0,,,0,0,0,0,,,Natural Gas = 47 MW,Electric Utility,EIA,Natural Gas,Point,-73.29270000032191,40.78649999970539
Feature,7913,Hell Gate,15296,New York Power Authority,NG,79.9,0,79.9,0,,0,,,0,0,0,0,,,Natural Gas = 79.9 MW,Electric Utility,EIA,Natural Gas,Point,-73.90939999967323,40.79899999980109
Feature,7914,Harlem River Yard,15296,New York Power Authority,NG,79.9,0,79.9,0,,0,,,0,0,0,0,,,Natural Gas = 79.9 MW,Electric Utility,EIA,Natural Gas,Point,-73.915600000186,40.79910000024695
Feature,7915,North 1st,15296,New York Power Authority,NG,47,0,47,0,,0,,,0,0,0,0,,,Natural Gas = 47 MW,Electric Utility,EIA,Natural Gas,Point,-73.96639999989586,40.717100000037554
Feature,7916,Talbot County Energy,13994,Oglethorpe Power Corporation,NG,574.2,0,574.2,0,,0,,,0,0,0,0,,,Natural Gas = 574.2 MW,Electric Utility,EIA,Natural Gas,Point,-84.69169999985007,32.58920000021137
Feature,7917,Chattahoochee Energy Facility,13994,Oglethorpe Power Corporation,NG,469.3,0,469.3,0,,0,,,0,0,0,0,,,Natural Gas = 469.3 MW,Electric Utility,EIA,Natural Gas,Point,-85.03860000024366,33.407199999698605
Feature,7918,Galion,40577,"American Mun Power-Ohio, Inc",PET,5.4,0,0,5.4,,0,,,0,0,0,0,,,Petroleum = 5.4 MW,Electric Utility,EIA,Petroleum,Point,-82.79390000009687,40.730299999775674
Feature,7919,Seville,40577,"American Mun Power-Ohio, Inc",PET,5.4,0,0,5.4,,0,,,0,0,0,0,,,Petroleum = 5.4 MW,Electric Utility,EIA,Petroleum,Point,-81.87139999970876,41.031699999940365
Feature,7920,Traer South,19062,City of Traer - (IA),PET,1.8,0,0,1.8,,0,,,0,0,0,0,,,Petroleum = 1.8 MW,Electric Utility,EIA,Petroleum,Point,-92.4747000003527,42.19249999993035
Feature,7921,Maquoketa 2,11611,City of Maquoketa - (IA),PET,5.1,0,0,5.1,,0,,,0,0,0,0,,,Petroleum = 5.1 MW,Electric Utility,EIA,Petroleum,Point,-90.65999999983663,42.07000000004121
Feature,7922,Brooklyn City North Plant,2287,City of Brooklyn - (IA),PET,1.8,0,0,1.8,,0,,,0,0,0,0,,,Petroleum = 1.8 MW,Electric Utility,EIA,Petroleum,Point,-92.43939999967898,41.73940000009441
Feature,7924,Albertville,18642,Tennessee Valley Authority,PET,3.6,0,0,3.6,,0,,,0,0,0,0,,,Petroleum = 3.6 MW,Electric Utility,EIA,Petroleum,Point,-86.32969999967597,34.300300000172705
Feature,7925,Lakefield Junction,7570,Great River Energy,NG,519.4,0,517.4,2,,0,,,0,0,0,0,,,Natural Gas = 517.4 MW  Petroleum = 2 MW,Electric Utility,EIA,Natural Gas,Point,-94.84145099986338,43.79843900012291
Feature,7926,South Strawberry,18204,City of Strawberry Point,PET,3.6,0,0,3.6,,0,,,0,0,0,0,,,Petroleum = 3.6 MW,Electric Utility,EIA,Petroleum,Point,-91.5468999999754,42.71139999996688
Feature,7927,Buffalo Mountain,18642,Tennessee Valley Authority,WND,2.1,0,0,0,,0,,,0,0,0,2.1,,,Wind = 2.1 MW,Electric Utility,EIA,Wind,Point,-84.34440000032171,36.0444000002207
Feature,7928,Osawatomie,10000,Kansas City Power & Light Co,NG,77.3,0,77.3,0,,0,,,0,0,0,0,,,Natural Gas = 77.3 MW,Electric Utility,EIA,Natural Gas,Point,-94.90263299999171,38.53216100013177
Feature,7929,West Gardner,10000,Kansas City Power & Light Co,NG,311.1,0,311.1,0,,0,,,0,0,0,0,,,Natural Gas = 311.1 MW,Electric Utility,EIA,Natural Gas,Point,-94.98609999964995,38.78749999993092
Feature,7930,Russell Energy Center,16440,City of Russell - (KS),NG,12.8,0,12.8,0,,0,,,0,0,0,0,,,Natural Gas = 12.8 MW,Electric Utility,EIA,Natural Gas,Point,-98.83944400026697,38.899722000196235
Feature,7931,Coyote Springs II,20169,Avista Corp,NG,242.7,0,242.7,0,,0,,,0,0,0,0,,,Natural Gas = 242.7 MW,Electric Utility,EIA,Natural Gas,Point,-119.67396499989177,45.84803900024975
Feature,7932,Gaylord,20910,Wolverine Power Supply Coop,NG,60.6,0,60.6,0,,0,,,0,0,0,0,,,Natural Gas = 60.6 MW,Electric Utility,EIA,Natural Gas,Point,-84.72180000009371,45.0045999998767
Feature,7934,Industrial Park,16198,City of Rock Falls - (IL),PET,11.5,0,0,11.5,,0,,,0,0,0,0,,,Petroleum = 11.5 MW,Electric Utility,EIA,Petroleum,Point,-89.67438500000024,41.768199000206685
Feature,7935,Trenton South,19150,Trenton Municipal Utilities - (MO),PET,13.2,0,0,13.2,,0,,,0,0,0,0,,,Petroleum = 13.2 MW,Electric Utility,EIA,Petroleum,Point,-93.60436300010115,40.067217999937135
Feature,7936,Nine Canyon,20160,Energy Northwest,WND,95,0,0,0,,0,,,0,0,0,95,,,Wind = 95 MW,Electric Utility,EIA,Wind,Point,-119.09639999989191,46.095799999796746
Feature,7937,Ponnequin,15466,Public Service Co of Colorado,WND,25.3,0,0,0,,0,,,0,0,0,25.3,,,Wind = 25.3 MW,Electric Utility,EIA,Wind,Point,-104.8763999997154,40.8413999996885
Feature,7939,Diesel Group 1,40229,Old Dominion Electric Coop,PET,12,0,0,12,,0,,,0,0,0,0,,,Petroleum = 12 MW,Electric Utility,EIA,Petroleum,Point,-75.63420000038974,37.7714000000322
Feature,7940,Diesel Group 2,40229,Old Dominion Electric Coop,PET,4,0,0,4,,0,,,0,0,0,0,,,Petroleum = 4 MW,Electric Utility,EIA,Petroleum,Point,-77.96439999997214,37.33810000022972
Feature,7941,Diesel Group 3,40229,Old Dominion Electric Coop,PET,4,0,0,4,,0,,,0,0,0,0,,,Petroleum = 4 MW,Electric Utility,EIA,Petroleum,Point,-77.98720000006121,37.29390000004656
Feature,7942,Diamond Valley Lake,12397,Metropolitan Water District of S CA,HYC,29.7,0,0,0,,0,,,29.7,0,0,0,,,Hydro = 29.7 MW,Electric Utility,EIA,Hydroelectric,Point,-117.06980000026606,33.68079999989296
Feature,7946,Wansley Unit 9,13100,Municipal Electric Authority,NG,496,0,496,0,,0,,,0,0,0,0,,,Natural Gas = 496 MW,Electric Utility,EIA,Natural Gas,Point,-85.04029999993509,33.40830000015188
Feature,7947,Solway CT,14232,Otter Tail Power Co,NG,43.2,0,41.9,1.3,,0,,,0,0,0,0,,,Natural Gas = 41.9 MW  Petroleum = 1.3 MW,Electric Utility,EIA,Natural Gas,Point,-95.1296520001678,47.54458200005636
Feature,7948,Lawrence County Station,9267,"Hoosier Energy R E C, Inc",NG,251.5,0,251.5,0,,0,,,0,0,0,0,,,Natural Gas = 251.5 MW,Electric Utility,EIA,Natural Gas,Point,-86.45109999983494,38.80029999968092
Feature,7953,Evander Andrews Power Complex,9191,Idaho Power Co,NG,247,0,247,0,,0,,,0,0,0,0,,,Natural Gas = 247 MW,Electric Utility,EIA,Natural Gas,Point,-115.7343149999252,43.17917600023387
Feature,7954,Field Street,56152,New Smyrna Beach Utilities Commission,PET,44,0,0,44,,0,,,0,0,0,0,,,Petroleum = 44 MW,Electric Utility,EIA,Petroleum,Point,-80.99490000043015,29.021300000246196
Feature,7955,Elk City Station,14127,Omaha Public Power District,BIO,6.4,0,0,0,,0,6.4,,0,0,0,0,,,Biomass = 6.4 MW,Electric Utility,EIA,Biomass,Point,-96.25444400027247,41.38388900002023
Feature,7957,Sediver,17543,South Carolina Public Service Authority,PET,2.4,0,0,2.4,,0,,,0,0,0,0,,,Petroleum = 2.4 MW,Electric Utility,EIA,Petroleum,Point,-81.18719999971557,34.96527799988307
Feature,7958,Horry Land Fill Gas Site,17543,South Carolina Public Service Authority,BIO,3.3,0,0,0,,0,3.3,,0,0,0,0,,,Biomass = 3.3 MW,Electric Utility,EIA,Biomass,Point,-78.96722200000545,33.812500000249166
Feature,7960,Kemper County,18642,Tennessee Valley Authority,NG,293.2,0,293.2,0,,0,,,0,0,0,0,,,Natural Gas = 293.2 MW,Electric Utility,EIA,Natural Gas,Point,-88.60599999974129,32.797600000050906
Feature,7962,Warren F Sam Beasley Generation Station,5084,Delaware Municipal Electric Corp,NG,98,0,98,0,,0,,,0,0,0,0,,,Natural Gas = 98 MW,Electric Utility,EIA,Natural Gas,Point,-75.62392799957613,39.27917900019053
Feature,7964,Peno Creek,19436,Union Electric Co - (MO),NG,192,0,192,0,,0,,,0,0,0,0,,,Natural Gas = 192 MW,Electric Utility,EIA,Natural Gas,Point,-91.22949999977584,39.35310000015595
Feature,7965,Salt Valley Wind Plant,11018,Lincoln Electric System,WND,1.4,0,0,0,,0,,,0,0,0,1.4,,,Wind = 1.4 MW,Electric Utility,EIA,Wind,Point,-96.62310000029146,40.90439999972743
Feature,7966,Iowa Distributed Wind Generation Project,309,City of Algona - (IA),WND,2.3,0,0,0,,0,,,0,0,0,2.3,,,Wind = 2.3 MW,Electric Utility,EIA,Wind,Point,-94.14055599985934,43.034721999903304
Feature,7967,Lordsburg Generating,15473,Public Service Co of NM,NG,74,0,74,0,,0,,,0,0,0,0,,,Natural Gas = 74 MW,Electric Utility,EIA,Natural Gas,Point,-108.69799000042808,32.35050999980472
Feature,7971,Pella Peaking,14645,City of Pella - (IA),PET,25.4,0,0,25.4,,0,,,0,0,0,0,,,Petroleum = 25.4 MW,Electric Utility,EIA,Petroleum,Point,-92.93779999957685,41.4105999997036
Feature,7972,Sumpter,20910,Wolverine Power Supply Coop,NG,308.4,0,308.4,0,,0,,,0,0,0,0,,,Natural Gas = 308.4 MW,Electric Utility,EIA,Natural Gas,Point,-83.53179999959062,42.166999999743254
Feature,7973,Sharpe,9961,Kansas Electric Power Coop Inc,PET,20,0,0,20,,0,,,0,0,0,0,,,Petroleum = 20 MW,Electric Utility,EIA,Petroleum,Point,-95.68389999986964,38.27500000027179
Feature,7974,Chamberlain Wind Project,1307,Basin Electric Power Coop,WND,2.6,0,0,0,,0,,,0,0,0,2.6,,,Wind = 2.6 MW,Electric Utility,EIA,Wind,Point,-99.2475700002715,43.848529000046
Feature,7975,Pyramid,30151,"Tri-State G & T Assn, Inc",NG,158,0,158,0,,0,,,0,0,0,0,,,Natural Gas = 158 MW,Electric Utility,EIA,Natural Gas,Point,-108.54939999986189,32.23629999967962
Feature,7976,Mulvane 2,13095,City of Mulvane - (KS),PET,8.6,0,0,8.6,,0,,,0,0,0,0,,,Petroleum = 8.6 MW,Electric Utility,EIA,Petroleum,Point,-97.22159999993416,37.490799999748106
Feature,7977,Granite Falls 2,7494,City of Granite Falls - (MN),PET,6,0,0,6,,0,,,0,0,0,0,,,Petroleum = 6 MW,Electric Utility,EIA,Petroleum,Point,-95.55169999971577,44.8085999997356
Feature,7981,Mill Creek,5416,"Duke Energy Carolinas, LLC",NG,595.2,0,595.2,0,,0,,,0,0,0,0,,,Natural Gas = 595.2 MW,Electric Utility,EIA,Natural Gas,Point,-81.43060000008312,35.15969999997663
Feature,7982,South Generation,15793,Redwood Falls Public Util Comm,PET,6.2,0,0,6.2,,0,,,0,0,0,0,,,Petroleum = 6.2 MW,Electric Utility,EIA,Petroleum,Point,-95.1121999997485,44.53309999996001
Feature,7984,Kalkaska CT #1,40582,Michigan Public Power Agency,NG,46.8,0,46.8,0,,0,,,0,0,0,0,,,Natural Gas = 46.8 MW,Electric Utility,EIA,Natural Gas,Point,-85.20189999982557,44.68890000031185
Feature,7985,Greater Des Moines,12341,MidAmerican Energy Co,NG,492.6,0,492.6,0,,0,,,0,0,0,0,,,Natural Gas = 492.6 MW,Electric Utility,EIA,Natural Gas,Point,-93.52830000035453,41.55629999970006
Feature,7987,Lake,2507,City of Burbank Water and Power,NG,48,0,48,0,,0,,,0,0,0,0,,,Natural Gas = 48 MW,Electric Utility,EIA,Natural Gas,Point,-118.31470000036897,34.17719999986373
Feature,7988,Silver Creek,17568,South Mississippi El Pwr Assn,NG,225,0,225,0,,0,,,0,0,0,0,,,Natural Gas = 225 MW,Electric Utility,EIA,Natural Gas,Point,-89.94680000013994,31.600400000229474
Feature,7989,Sylvarena,17568,South Mississippi El Pwr Assn,NG,129,0,129,0,,0,,,0,0,0,0,,,Natural Gas = 129 MW,Electric Utility,EIA,Natural Gas,Point,-89.41271399977896,31.982075999920642
Feature,7990,Altamont,406,City of Altamont - (IL),PET,7.2,0,0,7.2,,0,,,0,0,0,0,,,Petroleum = 7.2 MW,Electric Utility,EIA,Petroleum,Point,-88.74999999997277,39.000000000138854
Feature,7991,West Campus Cogeneration Facility,11479,Madison Gas & Electric Co,NG,125.2,0,125.2,0,,0,,,0,0,0,0,,,Natural Gas = 125.2 MW,Electric Utility,EIA,Natural Gas,Point,-89.42509999966249,43.07507100021753
Feature,7995,Airport Industrial,56146,Black Hills/Colorado Elec.Util,PET,10,0,0,10,,0,,,0,0,0,0,,,Petroleum = 10 MW,Electric Utility,EIA,Petroleum,Point,-104.53079999987851,38.28439999976051
Feature,7997,Winston,10623,City of Lakeland - (FL),PET,50,0,0,50,,0,,,0,0,0,0,,,Petroleum = 50 MW,Electric Utility,EIA,Petroleum,Point,-82.01640000002295,28.027400000171372
Feature,7998,Tri Cities,16572,Salt River Project,BIO,4,0,0,0,,0,4,,0,0,0,0,,,Biomass = 4 MW,Electric Utility,EIA,Biomass,Point,-111.81719999973382,33.48330000019591
Feature,7999,Grays Harbor Energy Facility,49893,Invenergy Services LLC,NG,637,0,637,0,,0,,,0,0,0,0,,,Natural Gas = 637 MW,Electric Utility,EIA,Natural Gas,Point,-123.4800000004184,46.969199999736595
Feature,8000,Beatrice,13337,Nebraska Public Power District,NG,217,0,217,0,,0,,,0,0,0,0,,,Natural Gas = 217 MW,Electric Utility,EIA,Natural Gas,Point,-96.80815300002403,40.33018400016677
Feature,8002,Newington,15472,Public Service Co of NH,PET,400.2,0,0,400.2,,0,,,0,0,0,0,,,Petroleum = 400.2 MW,Electric Utility,EIA,Petroleum,Point,-70.79083300007484,43.10000000019378
Feature,8004,Fife Brook,54765,Bear Swamp Power Company LLC,HYC,11.2,0,0,0,,0,,,11.2,0,0,0,,,Hydro = 11.2 MW,IPP,EIA,Hydroelectric,Point,-72.9776340001986,42.68568100022139
Feature,8005,Bear Swamp,54765,Bear Swamp Power Company LLC,HPS,600,0,0,0,,0,,,0,600,0,0,,,Pumped Storage = 600 MW,IPP,EIA,Pumped Storage,Point,-72.95989999974701,42.68390000025166
Feature,8006,Roseton Generating Facility,5511,CCI Roseton LLC,NG,1246.5,0,1246.5,0,,0,,,0,0,0,0,,,Natural Gas = 1246.5 MW,IPP,EIA,Natural Gas,Point,-73.96626900037461,41.57378300024017
Feature,8007,Holtsville,56505,National Grid Generation LLC,PET,513,0,0,513,,0,,,0,0,0,0,,,Petroleum = 513 MW,Electric Utility,EIA,Petroleum,Point,-73.06626500030194,40.81703699977898
Feature,8008,Mickleton Station,56606,Calpine New Jersey Generation LLC,NG,64.9,0,64.9,0,,0,,,0,0,0,0,,,Natural Gas = 64.9 MW,IPP,EIA,Natural Gas,Point,-75.24903099993477,39.81190000004235
Feature,8009,Auburn State Street,13511,New York State Elec & Gas Corp,NG,5.3,0,5.3,0,,0,,,0,0,0,0,,,Natural Gas = 5.3 MW,Electric Utility,EIA,Natural Gas,Point,-76.59210000011237,42.92779999970603
Feature,8010,Murray Turbine,13137,City of Murray - (UT),NG,36,0,36,0,,0,,,0,0,0,0,,,Natural Gas = 36 MW,Electric Utility,EIA,Natural Gas,Point,-111.89000000036486,40.66999999999969
Feature,8011,Three Mile Island,55951,Exelon Nuclear,NUC,805,0,0,0,,805,,,0,0,0,0,,,Nuclear = 805 MW,IPP,EIA,Nuclear,Point,-76.7231999997261,40.151500000114886
Feature,8012,Croydon CT Generating Station,6035,Exelon Power,PET,392,0,0,392,,0,,,0,0,0,0,,,Petroleum = 392 MW,IPP,EIA,Petroleum,Point,-74.89169999961724,40.080000000269976
Feature,8013,Winter,13697,North Central Power Co Inc,PET,5.6,0,0,5.6,,0,,,0,0,0,0,,,Petroleum = 5.6 MW,Electric Utility,EIA,Petroleum,Point,-90.97969999977727,45.8368999997445
Feature,8015,Paragould Reciprocating,14446,Paragould Light & Water Comm,NG,18,0,18,0,,0,,,0,0,0,0,,,Natural Gas = 18 MW,Electric Utility,EIA,Natural Gas,Point,-90.50939999995762,36.02419999965566
Feature,8016,Factory,17828,City of Springfield - (IL),PET,18,0,0,18,,0,,,0,0,0,0,,,Petroleum = 18 MW,Electric Utility,EIA,Petroleum,Point,-89.63728199970294,39.82593399997345
Feature,8019,Portage,19578,Upper Peninsula Power Co,PET,17.5,0,0,17.5,,0,,,0,0,0,0,,,Petroleum = 17.5 MW,Electric Utility,EIA,Petroleum,Point,-88.64719999955548,47.080800000133195
Feature,8020,Baldwin City Plant No 2,1148,City of Baldwin City- (KS),PET,6,0,0,6,,0,,,0,0,0,0,,,Petroleum = 6 MW,Electric Utility,EIA,Petroleum,Point,-95.19200599990798,38.76490500011534
