type,properties/plant_code,properties/PLANT_NAME,properties/UTILITY_ID,properties/UTILITY_NA,properties/primary_fu,total_cap,properties/cap_coal,properties/cap_ng,properties/cap_pet,properties/cap_otherf,properties/cap_nuc,properties/cap_bio,properties/cap_geo,properties/cap_hydro,properties/cap_pump,properties/cap_solar,properties/cap_wind,properties/cap_wood,properties/cap_other,properties/Capacity_b,properties/producer_t,properties/Source,properties/PrimaryFue,geometry/type,lon,lat
Feature,2,Bankhead Dam,195,Alabama Power Co,HYC,56,0,0,0,,0,,,56,0,0,0,,,Hydro = 56 MW,Electric Utility,EIA,Hydroelectric,Point,-87.35682300019644,33.45866500020739
Feature,3,Barry,195,Alabama Power Co,COAL,2574.5,1612.5,962,0,,0,,,0,0,0,0,,,Coal = 1612.5 MW  Natural Gas = 962 MW,Electric Utility,EIA,Coal,Point,-88.01030000033016,31.00690000034251
Feature,4,Walter Bouldin Dam,195,Alabama Power Co,HYC,225.9,0,0,0,,0,,,225.9,0,0,0,,,Hydro = 225.9 MW,Electric Utility,EIA,Hydroelectric,Point,-86.28305599993253,32.583889000232226
Feature,7,Gadsden,195,Alabama Power Co,COAL,130,130,0,0,,0,,,0,0,0,0,,,Coal = 130 MW,Electric Utility,EIA,Coal,Point,-85.97080000008653,34.012799999818654
Feature,8,Gorgas,195,Alabama Power Co,COAL,1241,1241,0,0,,0,,,0,0,0,0,,,Coal = 1241 MW,Electric Utility,EIA,Coal,Point,-87.19648600015441,33.64434400023378
Feature,9,Copper,5701,El Paso Electric Co,NG,62,0,62,0,,0,,,0,0,0,0,,,Natural Gas = 62 MW,Electric Utility,EIA,Natural Gas,Point,-106.37499999969026,31.756899999934742
Feature,10,Greene County,195,Alabama Power Co,NG,1237,497,740,0,,0,,,0,0,0,0,,,Coal = 497 MW  Natural Gas = 740 MW,Electric Utility,EIA,Natural Gas,Point,-87.78110000023868,32.60169999984375
Feature,11,H Neely Henry Dam,195,Alabama Power Co,HYC,70,0,0,0,,0,,,70,0,0,0,,,Hydro = 70 MW,Electric Utility,EIA,Hydroelectric,Point,-86.05239999964878,33.78450000003569
Feature,12,Holt Dam,195,Alabama Power Co,HYC,45,0,0,0,,0,,,45,0,0,0,,,Hydro = 45 MW,Electric Utility,EIA,Hydroelectric,Point,-87.44949999976303,33.255300000365544
Feature,13,Jordan Dam,195,Alabama Power Co,HYC,100,0,0,0,,0,,,100,0,0,0,,,Hydro = 100 MW,Electric Utility,EIA,Hydroelectric,Point,-86.2548000002187,32.61889999989926
Feature,14,Logan Martin Dam,195,Alabama Power Co,HYC,135,0,0,0,,0,,,135,0,0,0,,,Hydro = 135 MW,Electric Utility,EIA,Hydroelectric,Point,-86.33754700017674,33.42587799977459
Feature,15,Lay Dam,195,Alabama Power Co,HYC,178.8,0,0,0,,0,,,178.8,0,0,0,,,Hydro = 178.8 MW,Electric Utility,EIA,Hydroelectric,Point,-86.51870000003593,32.96330000030812
Feature,16,Martin Dam,195,Alabama Power Co,HYC,186,0,0,0,,0,,,186,0,0,0,,,Hydro = 186 MW,Electric Utility,EIA,Hydroelectric,Point,-85.91144200039653,32.68039400026273
Feature,17,Mitchell Dam,195,Alabama Power Co,HYC,165.9,0,0,0,,0,,,165.9,0,0,0,,,Hydro = 165.9 MW,Electric Utility,EIA,Hydroelectric,Point,-86.44489199982453,32.80602499982953
Feature,18,Lewis Smith Dam,195,Alabama Power Co,HYC,180,0,0,0,,0,,,180,0,0,0,,,Hydro = 180 MW,Electric Utility,EIA,Hydroelectric,Point,-87.1077000002404,33.94060000001465
Feature,19,Thurlow Dam,195,Alabama Power Co,HYC,78,0,0,0,,0,,,78,0,0,0,,,Hydro = 78 MW,Electric Utility,EIA,Hydroelectric,Point,-85.88761399973735,32.53543599990094
Feature,20,Weiss Dam,195,Alabama Power Co,HYC,74.1,0,0,0,,0,,,74.1,0,0,0,,,Hydro = 74.1 MW,Electric Utility,EIA,Hydroelectric,Point,-85.75380599995356,34.172142000108224
Feature,21,Yates Dam,195,Alabama Power Co,HYC,47,0,0,0,,0,,,47,0,0,0,,,Hydro = 47 MW,Electric Utility,EIA,Hydroelectric,Point,-85.89010000014959,32.574299999977235
Feature,26,E C Gaston,195,Alabama Power Co,COAL,1878,1862,0,16,,0,,,0,0,0,0,,,Coal = 1862 MW  Petroleum = 16 MW,Electric Utility,EIA,Coal,Point,-86.45805600003293,33.24421100011393
Feature,30,Madelia,29305,City of Madelia - (MN),NG,10.3,0,10.3,0,,0,,,0,0,0,0,,,Natural Gas = 10.3 MW,Electric Utility,EIA,Natural Gas,Point,-94.41530000005243,44.05249999994296
Feature,34,Rollins,13402,Nevada Irrigation District,HYC,12.1,0,0,0,,0,,,12.1,0,0,0,,,Hydro = 12.1 MW,IPP,EIA,Hydroelectric,Point,-120.95334100031278,39.13425900014355
Feature,38,Millers Ferry,27813,USCE-Mobile District,HYC,90,0,0,0,,0,,,90,0,0,0,,,Hydro = 90 MW,Electric Utility,EIA,Hydroelectric,Point,-87.39976700008302,32.10088099975893
Feature,46,Browns Ferry,18642,Tennessee Valley Authority,NUC,3309.4,0,0,0,,3309.4,,,0,0,0,0,,,Nuclear = 3309.4 MW,Electric Utility,EIA,Nuclear,Point,-87.11890000026838,34.70420000022381
Feature,47,Colbert,18642,Tennessee Valley Authority,COAL,1547.2,1184,363.2,0,,0,,,0,0,0,0,,,Coal = 1184 MW  Natural Gas = 363.2 MW,Electric Utility,EIA,Coal,Point,-87.84859999998224,34.743899999795225
Feature,48,Guntersville,18642,Tennessee Valley Authority,HYC,122.7,0,0,0,,0,,,122.7,0,0,0,,,Hydro = 122.7 MW,Electric Utility,EIA,Hydroelectric,Point,-86.3939309995579,34.421272000269525
Feature,49,Wheeler Dam,18642,Tennessee Valley Authority,HYC,398.2,0,0,0,,0,,,398.2,0,0,0,,,Hydro = 398.2 MW,Electric Utility,EIA,Hydroelectric,Point,-87.38189999956204,34.80690000003927
Feature,50,Widows Creek,18642,Tennessee Valley Authority,COAL,938,938,0,0,,0,,,0,0,0,0,,,Coal = 938 MW,Electric Utility,EIA,Coal,Point,-85.755252999925,34.883022000140116
Feature,51,Dolet Hills,3265,Cleco Power LLC,COAL,638,638,0,0,,0,,,0,0,0,0,,,Coal = 638 MW,Electric Utility,EIA,Coal,Point,-93.56916700008281,32.03055599985202
Feature,53,Gantt,189,PowerSouth Energy Cooperative,HYC,2.8,0,0,0,,0,,,2.8,0,0,0,,,Hydro = 2.8 MW,Electric Utility,EIA,Hydroelectric,Point,-86.479469000425,31.40330000036834
Feature,54,J K Smith,5580,"East Kentucky Power Coop, Inc",NG,784,0,784,0,,0,,,0,0,0,0,,,Natural Gas = 784 MW,Electric Utility,EIA,Natural Gas,Point,-84.1016999995629,37.88329999970572
Feature,55,Point A,189,PowerSouth Energy Cooperative,HYC,5.4,0,0,0,,0,,,5.4,0,0,0,,,Hydro = 5.4 MW,Electric Utility,EIA,Hydroelectric,Point,-86.51830699967553,31.361145999772276
Feature,56,Charles R Lowman,189,PowerSouth Energy Cooperative,COAL,553,553,0,0,,0,,,0,0,0,0,,,Coal = 553 MW,Electric Utility,EIA,Coal,Point,-87.91074700003318,31.488019000245217
Feature,59,Platte,40606,City of Grand Island - (NE),COAL,100,100,0,0,,0,,,0,0,0,0,,,Coal = 100 MW,Electric Utility,EIA,Coal,Point,-98.34822200032494,40.85476500021005
Feature,60,Whelan Energy Center,8245,City of Hastings - (NE),COAL,309,309,0,0,,0,,,0,0,0,0,,,Coal = 309 MW,Electric Utility,EIA,Coal,Point,-98.31243700012764,40.58087200014636
Feature,62,Annex Creek,213,Alaska Electric Light&Power Co,HYC,3.6,0,0,0,,0,,,3.6,0,0,0,,,Hydro = 3.6 MW,Electric Utility,EIA,Hydroelectric,Point,-134.10100000028044,58.31759999984514
Feature,63,Gold Creek,213,Alaska Electric Light&Power Co,PET,9.7,0,0,8.1,,0,,,1.6,0,0,0,,,Petroleum = 8.1 MW  Hydro = 1.6 MW,Electric Utility,EIA,Petroleum,Point,-134.4174000003973,58.31070000007752
Feature,64,Lemon Creek,213,Alaska Electric Light&Power Co,PET,57.5,0,0,57.5,,0,,,0,0,0,0,,,Petroleum = 57.5 MW,Electric Utility,EIA,Petroleum,Point,-134.49530000010265,58.35359999997732
Feature,65,Salmon Creek 1,213,Alaska Electric Light&Power Co,HYC,5.2,0,0,0,,0,,,5.2,0,0,0,,,Hydro = 5.2 MW,Electric Utility,EIA,Hydroelectric,Point,-134.4631000001345,58.326900000219496
Feature,66,Skagway,219,Alaska Power and Telephone Co,PET,4.4,0,0,3.4,,0,,,1,0,0,0,,,Petroleum = 3.4 MW  Hydro = 1 MW,Electric Utility,EIA,Petroleum,Point,-135.31310000036552,59.45450000009672
Feature,69,Haines,219,Alaska Power and Telephone Co,PET,6.2,0,0,6.2,,0,,,0,0,0,0,,,Petroleum = 6.2 MW,Electric Utility,EIA,Petroleum,Point,-135.44500000004544,59.2357999999699
Feature,70,Swan Lake,10210,Ketchikan Public Utilities,HYC,22.4,0,0,0,,0,,,22.4,0,0,0,,,Hydro = 22.4 MW,Electric Utility,EIA,Hydroelectric,Point,-131.35417000024168,55.61389200023256
Feature,71,Terror Lake,10433,Kodiak Electric Assn Inc,HYC,22.4,0,0,0,,0,,,22.4,0,0,0,,,Hydro = 22.4 MW,Electric Utility,EIA,Hydroelectric,Point,-152.8949999996625,57.68609999997375
Feature,72,Venice,12397,Metropolitan Water District of S CA,HYC,10.1,0,0,0,,0,,,10.1,0,0,0,,,Hydro = 10.1 MW,Electric Utility,EIA,Hydroelectric,Point,-118.41680000027918,34.01135000025401
Feature,75,Anchorage 1,599,Anchorage Municipal Light and Power,NG,90.4,0,88.4,2,,0,,,0,0,0,0,,,Natural Gas = 88.4 MW  Petroleum = 2 MW,Electric Utility,EIA,Natural Gas,Point,-149.86610000023515,61.222099999908124
Feature,77,Eklutna Hydro Project,599,Anchorage Municipal Light and Power,HYC,44.4,0,0,0,,0,,,44.4,0,0,0,,,Hydro = 44.4 MW,Electric Utility,EIA,Hydroelectric,Point,-149.15009000026114,61.475211000047665
Feature,78,Snettisham,213,Alaska Electric Light&Power Co,HYC,78,0,0,0,,0,,,78,0,0,0,,,Hydro = 78 MW,Electric Utility,EIA,Hydroelectric,Point,-133.73699999982006,58.141499999944365
Feature,79,Aurora Energy LLC Chena,986,Aurora Energy LLC,COAL,32.4,32.4,0,0,,0,,,0,0,0,0,,,Coal = 32.4 MW,Electric CHP,EIA,Coal,Point,-147.73506300024977,64.84774299995424
Feature,84,Ketchikan,10210,Ketchikan Public Utilities,HYC,4.2,0,0,0,,0,,,4.2,0,0,0,,,Hydro = 4.2 MW,Electric Utility,EIA,Hydroelectric,Point,-131.6334250002284,55.344641000032595
Feature,85,S W Bailey,10210,Ketchikan Public Utilities,PET,23,0,0,23,,0,,,0,0,0,0,,,Petroleum = 23 MW,Electric Utility,EIA,Petroleum,Point,-131.67780000019292,55.363300000140164
Feature,87,Escalante,30151,"Tri-State G & T Assn, Inc",COAL,247,247,0,0,,0,,,0,0,0,0,,,Coal = 247 MW,Electric Utility,EIA,Coal,Point,-108.08199999983293,35.415899999695476
Feature,88,Ashokan,15296,New York Power Authority,HYC,3.8,0,0,0,,0,,,3.8,0,0,0,,,Hydro = 3.8 MW,Electric Utility,EIA,Hydroelectric,Point,-74.20630000042311,41.94900000023903
Feature,90,Snake River,13642,Nome Joint Utility Systems,PET,17.8,0,0,16,,0,,,0,0,0,1.8,,,Petroleum = 16 MW  Wind = 1.8 MW,Electric Utility,EIA,Petroleum,Point,-165.4293839997761,64.5059240001549
Feature,91,Petersburg,14856,City of Petersburg - (AK),PET,12.6,0,0,11,,0,,,1.6,0,0,0,,,Petroleum = 11 MW  Hydro = 1.6 MW,Electric Utility,EIA,Petroleum,Point,-132.95709100022512,56.81103999991408
Feature,92,Seward,16955,City of Seward - (AK),PET,15.6,0,0,15.6,,0,,,0,0,0,0,,,Petroleum = 15.6 MW,Electric Utility,EIA,Petroleum,Point,-149.4417000001693,60.108299999960465
Feature,93,Blue Lake,17271,City & Borough of Sitka - (AK),HYC,7,0,0,0,,0,,,7,0,0,0,,,Hydro = 7 MW,Electric Utility,EIA,Hydroelectric,Point,-135.2296999997561,57.051599999995126
Feature,95,Wrangell,21015,City of Wrangell - (AK),PET,8.5,0,0,8.5,,0,,,0,0,0,0,,,Petroleum = 8.5 MW,Electric Utility,EIA,Petroleum,Point,-132.36830000025802,56.452199999893736
Feature,96,Beluga,3522,Chugach Electric Assn Inc,NG,344.4,0,344.4,0,,0,,,0,0,0,0,,,Natural Gas = 344.4 MW,Electric Utility,EIA,Natural Gas,Point,-151.03560000039027,61.186099999921446
Feature,99,Frederickson,15500,Puget Sound Energy Inc,NG,134,0,134,0,,0,,,0,0,0,0,,,Natural Gas = 134 MW,Electric Utility,EIA,Natural Gas,Point,-122.36499999982999,47.079721999704766
Feature,100,South Consolidated,16572,Salt River Project,HYC,1.4,0,0,0,,0,,,1.4,0,0,0,,,Hydro = 1.4 MW,Electric Utility,EIA,Hydroelectric,Point,-111.78106399990723,33.46647699995166
Feature,104,J S Eastwood,17609,Southern California Edison Co,HPS,199.8,0,0,0,,0,,,0,199.8,0,0,,,Pumped Storage = 199.8 MW,Electric Utility,EIA,Pumped Storage,Point,-119.25670000012403,37.14792599974347
Feature,108,Holcomb,18315,Sunflower Electric Power Corp,COAL,358.8,358.8,0,0,,0,,,0,0,0,0,,,Coal = 358.8 MW,Electric Utility,EIA,Coal,Point,-100.97249999978602,37.93080000025521
Feature,109,Dillingham,13870,"Nushagak Electric Coop, Inc",PET,6.6,0,0,6.6,,0,,,0,0,0,0,,,Petroleum = 6.6 MW,Electric Utility,EIA,Petroleum,Point,-157.8899999995511,59.67079999980546
Feature,113,Cholla,803,Arizona Public Service Co,COAL,1027,1027,0,0,,0,,,0,0,0,0,,,Coal = 1027 MW,Electric Utility,EIA,Coal,Point,-110.30329999984103,34.93940000023091
Feature,114,Douglas,803,Arizona Public Service Co,PET,15,0,0,15,,0,,,0,0,0,0,,,Petroleum = 15 MW,Electric Utility,EIA,Petroleum,Point,-109.55380000028622,31.364122000143876
Feature,116,Ocotillo,803,Arizona Public Service Co,NG,320.6,0,320,0,,0,,,0,0,0.6,0,,,Natural Gas = 320 MW  Solar = 0.6 MW,Electric Utility,EIA,Natural Gas,Point,-111.91220000040431,33.42249999999857
Feature,117,West Phoenix,803,Arizona Public Service Co,NG,952,0,952,0,,0,,,0,0,0,0,,,Natural Gas = 952 MW,Electric Utility,EIA,Natural Gas,Point,-112.1582999996477,33.44170000000183
Feature,118,Saguaro,803,Arizona Public Service Co,NG,176,0,176,0,,0,,,0,0,0,0,,,Natural Gas = 176 MW,Electric Utility,EIA,Natural Gas,Point,-111.30000000007769,32.55169999976514
Feature,120,Yucca,803,Arizona Public Service Co,NG,328,0,257,71,,0,,,0,0,0,0,,,Natural Gas = 257 MW  Petroleum = 71 MW,Electric Utility,EIA,Natural Gas,Point,-114.71060000008185,32.721400000327584
Feature,124,Demoss Petrie,24211,Tucson Electric Power Co,NG,75,0,75,0,,0,,,0,0,0,0,,,Natural Gas = 75 MW,Electric Utility,EIA,Natural Gas,Point,-110.99214799989524,32.25227299992345
Feature,126,H Wilson Sundt Generating Station,24211,Tucson Electric Power Co,NG,470,156,314,0,,0,,,0,0,0,0,,,Coal = 156 MW  Natural Gas = 314 MW,Electric Utility,EIA,Natural Gas,Point,-110.90470000017274,32.15999999963227
Feature,127,Oklaunion,15474,Public Service Co of Oklahoma,COAL,650,650,0,0,,0,,,0,0,0,0,,,Coal = 650 MW,Electric Utility,EIA,Coal,Point,-99.17530000026818,34.08250000022415
Feature,130,Cross,17543,South Carolina Public Service Authority,COAL,2350,2350,0,0,,0,,,0,0,0,0,,,Coal = 2350 MW,Electric Utility,EIA,Coal,Point,-80.11333299989255,33.371389000049284
Feature,136,Seminole,21554,Seminole Electric Cooperative Inc,COAL,1309,1309,0,0,,0,,,0,0,0,0,,,Coal = 1309 MW,Electric Utility,EIA,Coal,Point,-81.63277799999686,29.73305600032747
Feature,141,Agua Fria,16572,Salt River Project,NG,626.2,0,626,0,,0,,,0,0,0.2,0,,,Natural Gas = 626 MW  Solar = 0.2 MW,Electric Utility,EIA,Natural Gas,Point,-112.21529999987031,33.55610000007231
Feature,143,Crosscut,16572,Salt River Project,NG,33,0,30,0,,0,,,3,0,0,0,,,Natural Gas = 30 MW  Hydro = 3 MW,Electric Utility,EIA,Natural Gas,Point,-111.94605200038332,33.43937500012145
Feature,145,Horse Mesa,16572,Salt River Project,HPS,149,0,0,0,,0,,,30,119,0,0,,,Hydro = 30 MW  Pumped Storage = 119 MW,Electric Utility,EIA,Pumped Storage,Point,-111.34400000012346,33.59069999995333
Feature,147,Kyrene,16572,Salt River Project,NG,525,0,525,0,,0,,,0,0,0,0,,,Natural Gas = 525 MW,Electric Utility,EIA,Natural Gas,Point,-111.935300000069,33.35559999982129
Feature,148,Mormon Flat,16572,Salt River Project,HPS,68.8,0,0,0,,0,,,11.5,57.3,0,0,,,Hydro = 11.5 MW  Pumped Storage = 57.3 MW,Electric Utility,EIA,Pumped Storage,Point,-111.44309999978559,33.553599999793946
Feature,149,Roosevelt,16572,Salt River Project,HYC,36,0,0,0,,0,,,36,0,0,0,,,Hydro = 36 MW,Electric Utility,EIA,Hydroelectric,Point,-111.16178600008219,33.67110400005852
Feature,150,Stewart Mountain,16572,Salt River Project,HYC,13,0,0,0,,0,,,13,0,0,0,,,Hydro = 13 MW,Electric Utility,EIA,Hydroelectric,Point,-111.53599999983322,33.566099999959434
Feature,151,McClure,12745,Modesto Irrigation District,PET,112,0,0,112,,0,,,0,0,0,0,,,Petroleum = 112 MW,Electric Utility,EIA,Petroleum,Point,-120.93138999979536,37.629360000296565
Feature,152,Davis Dam,2518,U S Bureau of Reclamation,HYC,254.8,0,0,0,,0,,,254.8,0,0,0,,,Hydro = 254.8 MW,Electric Utility,EIA,Hydroelectric,Point,-114.57066899977815,35.19704400003673
Feature,153,Glen Canyon Dam,2518,U S Bureau of Reclamation,HYC,1312,0,0,0,,0,,,1312,0,0,0,,,Hydro = 1312 MW,Electric Utility,EIA,Hydroelectric,Point,-111.48387199997761,36.9366140001512
Feature,154,Hoover Dam,2518,U S Bureau of Reclamation,HYC,1039.4,0,0,0,,0,,,1039.4,0,0,0,,,Hydro = 1039.4 MW,Electric Utility,EIA,Hydroelectric,Point,-114.73800600039911,36.01550999966089
Feature,159,Lake Creek,8366,Heber Light & Power Company,HYC,1,0,0,0,,0,,,1,0,0,0,,,Hydro = 1 MW,Electric Utility,EIA,Hydroelectric,Point,-111.31250599961182,40.49363100024575
Feature,160,Apache Station,796,Arizona Electric Pwr Coop Inc,COAL,548.5,350,198.5,0,,0,,,0,0,0,0,,,Coal = 350 MW  Natural Gas = 198.5 MW,Electric Utility,EIA,Coal,Point,-109.89310000005123,32.06030000028517
Feature,161,Turlock Lake,19281,Turlock Irrigation District,HYC,3.3,0,0,0,,0,,,3.3,0,0,0,,,Hydro = 3.3 MW,Electric Utility,EIA,Hydroelectric,Point,-120.59467799965151,37.611460999947234
Feature,162,Hickman,19281,Turlock Irrigation District,HYC,1,0,0,0,,0,,,1,0,0,0,,,Hydro = 1 MW,Electric Utility,EIA,Hydroelectric,Point,-120.74624699965109,37.62153599998601
Feature,165,GREC,7490,Grand River Dam Authority,COAL,1010,1010,0,0,,0,,,0,0,0,0,,,Coal = 1010 MW,Electric Utility,EIA,Coal,Point,-95.28940000003085,36.19027799996087
Feature,166,Carpenter,814,Entergy Arkansas Inc,HYC,62.4,0,0,0,,0,,,62.4,0,0,0,,,Hydro = 62.4 MW,Electric Utility,EIA,Hydroelectric,Point,-93.0261999997015,34.44250000021551
Feature,170,Lake Catherine,814,Entergy Arkansas Inc,NG,519.7,0,519.7,0,,0,,,0,0,0,0,,,Natural Gas = 519.7 MW,Electric Utility,EIA,Natural Gas,Point,-92.9049,34.43410000026123
Feature,171,Mabelvale,814,Entergy Arkansas Inc,NG,26.5,0,26.5,0,,0,,,0,0,0,0,,,Natural Gas = 26.5 MW,Electric Utility,EIA,Natural Gas,Point,-92.40960199955911,34.63599700029528
Feature,172,Osceola,14216,City of Osceola - (AR),PET,4.8,0,0,4.8,,0,,,0,0,0,0,,,Petroleum = 4.8 MW,Electric Utility,EIA,Petroleum,Point,-90.00530000003748,35.69749999963908
Feature,174,Remmel,814,Entergy Arkansas Inc,HYC,11.5,0,0,0,,0,,,11.5,0,0,0,,,Hydro = 11.5 MW,Electric Utility,EIA,Hydroelectric,Point,-92.89410000000505,34.427200000321484
Feature,180,Volta 2,14328,Pacific Gas & Electric Co,HYC,0.9,0,0,0,,0,,,0.9,0,0,0,,,Hydro = 0.9 MW,Electric Utility,EIA,Hydroelectric,Point,-121.8621500002378,40.45193000022472
Feature,182,Beaver,19647,USCE-Little Rock District,HYC,128.8,0,0,0,,0,,,128.8,0,0,0,,,Hydro = 128.8 MW,Electric Utility,EIA,Hydroelectric,Point,-93.84737299958306,36.42150700015204
Feature,187,Degray,19406,USCE -Vickburg District,HYC,68,0,0,0,,0,,,40,28,0,0,,,Hydro = 40 MW  Pumped Storage = 28 MW,Electric Utility,EIA,Hydroelectric,Point,-93.11096299971847,34.21191299995163
Feature,188,Greers Ferry Lake,19647,USCE-Little Rock District,HYC,94,0,0,0,,0,,,94,0,0,0,,,Hydro = 94 MW,Electric Utility,EIA,Hydroelectric,Point,-91.99530000022958,35.520700000279895
Feature,193,Municipal Light,15043,City of Piggott - (AR),PET,7.2,0,0,7.2,,0,,,0,0,0,0,,,Petroleum = 7.2 MW,Electric Utility,EIA,Petroleum,Point,-90.18669999976889,36.385800000021085
Feature,195,Narrows,19406,USCE -Vickburg District,HYC,29.1,0,0,0,,0,,,29.1,0,0,0,,,Hydro = 29.1 MW,Electric Utility,EIA,Hydroelectric,Point,-93.71516800030463,34.148426999641224
Feature,196,Norfork,19647,USCE-Little Rock District,HYC,92,0,0,0,,0,,,92,0,0,0,,,Hydro = 92 MW,Electric Utility,EIA,Hydroelectric,Point,-92.24009999981462,36.24910000013599
Feature,197,Blakely Mountain,19406,USCE -Vickburg District,HYC,75,0,0,0,,0,,,75,0,0,0,,,Hydro = 75 MW,Electric Utility,EIA,Hydroelectric,Point,-93.19442500025218,34.57098399986574
Feature,198,Bull Shoals,19647,USCE-Little Rock District,HYC,390.8,0,0,0,,0,,,390.8,0,0,0,,,Hydro = 390.8 MW,Electric Utility,EIA,Hydroelectric,Point,-92.5762999997724,36.36350000032517
Feature,199,Dardanelle,19647,USCE-Little Rock District,HYC,160.8,0,0,0,,0,,,160.8,0,0,0,,,Hydro = 160.8 MW,Electric Utility,EIA,Hydroelectric,Point,-93.16859999980065,35.25030000027361
Feature,201,Thomas Fitzhugh,807,Arkansas Electric Coop Corp,NG,162,0,162,0,,0,,,0,0,0,0,,,Natural Gas = 162 MW,Electric Utility,EIA,Natural Gas,Point,-93.80492599981395,35.4623819996834
Feature,202,Carl Bailey,807,Arkansas Electric Coop Corp,NG,122,0,122,0,,0,,,0,0,0,0,,,Natural Gas = 122 MW,Electric Utility,EIA,Natural Gas,Point,-91.36342599956042,35.260102000083606
Feature,203,McClellan,807,Arkansas Electric Coop Corp,NG,134,0,134,0,,0,,,0,0,0,0,,,Natural Gas = 134 MW,Electric Utility,EIA,Natural Gas,Point,-92.79169999962085,33.56479999977023
Feature,204,Clinton Power Station,55951,Exelon Nuclear,NUC,1065,0,0,0,,1065,,,0,0,0,0,,,Nuclear = 1065 MW,IPP,EIA,Nuclear,Point,-88.83390000017438,40.171899999838345
Feature,207,St Johns River Power Park,9617,JEA,COAL,1252,1252,0,0,,0,,,0,0,0,0,,,Coal = 1252 MW,Electric Utility,EIA,Coal,Point,-81.55080000014286,30.430800000264128
Feature,210,Wolf Creek Generating Station,20893,Wolf Creek Nuclear Optg Corp,NUC,1175,0,0,0,,1175,,,0,0,0,0,,,Nuclear = 1175 MW,Electric Utility,EIA,Nuclear,Point,-95.68977999981695,38.23926000030563
Feature,214,Alta Powerhouse,14328,Pacific Gas & Electric Co,HYC,1,0,0,0,,0,,,1,0,0,0,,,Hydro = 1 MW,Electric Utility,EIA,Hydroelectric,Point,-120.80354999982242,39.215979000113386
Feature,215,Angels,19586,Utica Water & Power Authority,HYC,0.7,0,0,0,,0,,,0.7,0,0,0,,,Hydro = 0.7 MW,IPP,EIA,Hydroelectric,Point,-120.53944400014086,38.07194399967159
Feature,217,Balch 1,14328,Pacific Gas & Electric Co,HYC,34,0,0,0,,0,,,34,0,0,0,,,Hydro = 34 MW,Electric Utility,EIA,Hydroelectric,Point,-119.08771200021542,36.909136999904106
Feature,218,Balch 2,14328,Pacific Gas & Electric Co,HYC,105,0,0,0,,0,,,105,0,0,0,,,Hydro = 105 MW,Electric Utility,EIA,Hydroelectric,Point,-119.08755599968148,36.90890700033558
Feature,219,Belden,14328,Pacific Gas & Electric Co,HYC,125,0,0,0,,0,,,125,0,0,0,,,Hydro = 125 MW,Electric Utility,EIA,Hydroelectric,Point,-121.24943799972513,40.00744499999155
Feature,220,Bucks Creek,14328,Pacific Gas & Electric Co,HYC,65,0,0,0,,0,,,65,0,0,0,,,Hydro = 65 MW,Electric Utility,EIA,Hydroelectric,Point,-121.32769200033115,39.91062000000523
Feature,221,Butt Valley,14328,Pacific Gas & Electric Co,HYC,41,0,0,0,,0,,,41,0,0,0,,,Hydro = 41 MW,Electric Utility,EIA,Hydroelectric,Point,-121.19066300036629,40.175656000294474
Feature,222,Caribou 1,14328,Pacific Gas & Electric Co,HYC,75,0,0,0,,0,,,75,0,0,0,,,Hydro = 75 MW,Electric Utility,EIA,Hydroelectric,Point,-121.14824099981323,40.0854760001373
Feature,223,Caribou 2,14328,Pacific Gas & Electric Co,HYC,120,0,0,0,,0,,,120,0,0,0,,,Hydro = 120 MW,Electric Utility,EIA,Hydroelectric,Point,-121.14937300014041,40.085996999672645
Feature,224,Centerville,14328,Pacific Gas & Electric Co,HYC,6.4,0,0,0,,0,,,6.4,0,0,0,,,Hydro = 6.4 MW,Electric Utility,EIA,Hydroelectric,Point,-121.65738299997969,39.78887700007913
Feature,225,Chili Bar,14328,Pacific Gas & Electric Co,HYC,7,0,0,0,,0,,,7,0,0,0,,,Hydro = 7 MW,Electric Utility,EIA,Hydroelectric,Point,-120.81323900030488,38.77176400021175
Feature,227,Coleman,14328,Pacific Gas & Electric Co,HYC,13,0,0,0,,0,,,13,0,0,0,,,Hydro = 13 MW,Electric Utility,EIA,Hydroelectric,Point,-122.12190400013435,40.404644999724695
Feature,229,Cow Creek,14328,Pacific Gas & Electric Co,HYC,1.8,0,0,0,,0,,,1.8,0,0,0,,,Hydro = 1.8 MW,Electric Utility,EIA,Hydroelectric,Point,-122.02092999980522,40.57081699985329
Feature,231,Cresta,14328,Pacific Gas & Electric Co,HYC,70,0,0,0,,0,,,70,0,0,0,,,Hydro = 70 MW,Electric Utility,EIA,Hydroelectric,Point,-121.4096869999036,39.825907000022674
Feature,232,De Sabla,14328,Pacific Gas & Electric Co,HYC,18.5,0,0,0,,0,,,18.5,0,0,0,,,Hydro = 18.5 MW,Electric Utility,EIA,Hydroelectric,Point,-121.63181899964407,39.869265000003885
Feature,233,Deer Creek,14328,Pacific Gas & Electric Co,HYC,5.7,0,0,0,,0,,,5.7,0,0,0,,,Hydro = 5.7 MW,Electric Utility,EIA,Hydroelectric,Point,-120.84430000027317,39.298070000209755
Feature,235,Drum 1,14328,Pacific Gas & Electric Co,HYC,54,0,0,0,,0,,,54,0,0,0,,,Hydro = 54 MW,Electric Utility,EIA,Hydroelectric,Point,-120.76743699956207,39.25687299976885
