,lon,lat,class,oilgas,zoom
5877,-108.133839,39.516103,DF,GAS,1.0
5878,-108.133232,39.516113,DF,GAS,0.0
5879,-107.96231,39.45392,DF,GAS,0.0
5880,-108.018019,39.486768,DF,GAS,1.0
5881,-108.093067,39.484961,DF,GAS,0.0
5882,-107.67898999999998,39.48655,DF,GAS,2.0
5883,-107.799815,37.184252,DC,GAS,1.0
5884,-107.720124,37.164856,DC,GAS,1.0
5885,-108.12205,39.349185,DF,GAS,0.0
5886,-108.646983,40.981216,DF,GAS,0.0
5887,-108.664587,40.991412,DF,GAS,0.0
5888,-107.4409561,36.9460144,DF,GAS,0.0
5889,-122.03725,39.41849000000001,DC,GAS,0.0
5890,-94.6254391,30.0794201,DC,GAS,0.0
5891,-96.4905101,31.1863075,DC,GAS,0.0
5892,-96.0741539,31.6711036,DC,GAS,0.0
5893,-96.2006641,31.5508225,DC,GAS,0.0
5894,-96.1423911,31.65181620000001,DC,GAS,1.0
5895,-96.1324958,31.66217360000001,DC,GAS,0.0
5896,-96.0869554,31.6789638,DC,GAS,0.0
5897,-95.1509417,32.2125086,DC,GAS,0.0
5898,-94.8496138,32.535326399999995,DF,GAS,0.0
5899,-97.4810496,32.9944759,DF,GAS,0.0
5900,-97.4208277,32.9365288,DF,GAS,0.0
5901,-97.4150178,33.0355637,DF,GAS,0.0
5902,-97.3074233,33.1366911,DF,GAS,3.0
5903,-97.3074257,33.136581199999995,DF,GAS,3.0
5904,-97.3182814,33.1744664,DF,GAS,0.0
5905,-97.5730676,33.102597100000004,DF,GAS,1.0
5906,-107.4400253,36.9218636,DF,GAS,0.0
5907,-92.8454798,30.4935567,DC,GAS,0.0
5908,-92.5429245,32.38293,DC,GAS,0.0
5909,-93.6363992,32.3759332,DF,GAS,0.0
5910,-90.8694444,29.531111100000004,DC,GAS,0.0
5911,-98.1494454,26.261825800000004,DC,GAS,0.0
5912,-99.0779847,27.0306285,DC,GAS,0.0
5913,-97.1037364,27.8976978,DC,GAS,0.0
5914,-98.8937097,27.5516539,DC,GAS,1.0
5915,-95.1336315,32.2067921,DC,GAS,0.0
5916,-97.364477,33.0547393,DF,GAS,0.0
5917,-97.4783942,33.0900206,DF,GAS,4.0
5918,-107.78042,39.47321,DF,GAS,0.0
5919,-107.814536,37.149257,DC,GAS,0.0
5920,-107.833877,37.159897,DC,GAS,4.0
5921,-104.62551,40.2313,DF,GAS,0.0
5922,-104.613097,40.310575,DF,GAS,0.0
5923,-104.65535,40.21971,DF,GAS,1.0
5924,-104.82604,40.17332,DF,GAS,0.0
5925,-104.78632,40.24372,DF,GAS,0.0
5926,-97.4515365,33.0273201,DF,GAS,3.0
5927,-107.517128,36.8892021,DF,GAS,0.0
5928,-107.4367065,36.8858986,DF,GAS,0.0
5929,-107.517128,36.8892021,DF,GAS,0.0
5930,-107.9403,36.9001579,DF,GAS,0.0
5931,-107.4151993,36.9685211,DC,GAS,0.0
5932,-108.1704788,36.9489937,DC,GAS,0.0
5933,-92.1782823,29.84897530000001,DC,GAS,0.0
5934,-92.1047383,29.788589,DC,GAS,0.0
5935,-94.0120763,32.1831064,DF,GAS,0.0
5936,-92.5295908,32.3723745,DC,GAS,0.0
5937,-93.4462284,32.4210432,DF,GAS,1.0
5938,-94.0717705,30.3683777,DC,GAS,1.0
5939,-93.9597403,29.915899100000004,DC,GAS,0.0
5940,-99.1466803,27.390336699999995,DC,GAS,0.0
5941,-99.3201478,26.9840984,DC,GAS,0.0
5942,-99.25140079999998,26.886824100000005,DC,GAS,0.0
5943,-99.2746649,26.9034298,DC,GAS,0.0
5944,-99.0829141,27.0087575,DC,GAS,0.0
5945,-99.1000986,27.09159660000001,DC,GAS,0.0
5946,-99.0249575,27.6110024,DC,GAS,0.0
5947,-96.4508829,31.1565666,DC,GAS,0.0
5948,-96.4623089,31.1973792,DC,GAS,0.0
5949,-96.2517296,31.4456409,DC,GAS,0.0
5950,-96.2836141,31.5583453,DC,GAS,3.0
5951,-94.3613954,32.1714394,DF,GAS,0.0
5952,-94.3943114,32.2148138,DF,GAS,0.0
5953,-94.6278913,32.3751762,DF,GAS,1.0
5954,-102.7592542,30.4657817,DC,GAS,0.0
5955,-107.72192,39.42301,DF,GAS,1.0
5956,-107.75919,39.45267,DF,GAS,0.0
5957,-108.130139,39.504255,DF,GAS,1.0
5958,-107.69415,39.478,DF,GAS,0.0
5959,-107.69414,39.47794,DF,GAS,1.0
5960,-107.75673,39.45611,DF,GAS,1.0
5961,-108.05763799999998,39.463197,DF,GAS,0.0
5962,-107.905271,39.50950200000001,DF,GAS,0.0
5963,-107.990482,39.487641,DF,GAS,0.0
5964,-108.023841,39.479956,DF,GAS,0.0
5965,-108.023791,39.479939,DF,GAS,0.0
5966,-108.00728,39.479429,DF,GAS,1.0
5967,-108.007227,39.479424,DF,GAS,1.0
5968,-108.097981,39.48628,DF,GAS,0.0
5969,-107.897373,39.505553000000006,DF,GAS,1.0
5970,-108.062702,39.460906,DF,GAS,1.0
5971,-108.12124,39.498233,DF,GAS,1.0
5972,-108.08496,39.461423,DF,GAS,0.0
5973,-107.71224,39.40945,DF,GAS,4.0
5974,-108.128834,39.485945,DF,GAS,0.0
5975,-107.70898,39.40192,DF,GAS,4.0
5976,-107.846602,40.887838,DF,GAS,4.0
5977,-121.9716,39.266906,DC,GAS,0.0
5978,-89.7731233,29.3791099,DC,GAS,0.0
5979,-107.75905,39.45265,DF,GAS,4.0
5980,-107.68802,39.48037,DF,GAS,1.0
5981,-107.68794,39.48036,DF,GAS,1.0
5982,-107.7383,39.49081,DF,GAS,0.0
5983,-108.658968,38.063042,DC,GAS,0.0
5984,-104.956494,40.016603,DF,GAS,0.0
5985,-104.65528,40.21962,DF,GAS,1.0
5986,-98.4233341,28.092857,DC,GAS,0.0
5987,-96.9603807,29.1414697,DC,GAS,1.0
5988,-95.995348,29.6162287,DC,GAS,0.0
5989,-99.2781363,26.9705139,DC,GAS,0.0
5990,-99.0809439,27.0411261,DC,GAS,0.0
5991,-98.4342766,26.4535054,DC,GAS,0.0
5992,-99.11609,27.0942194,DC,GAS,0.0
5993,-98.2846295,26.6710577,DC,GAS,1.0
5994,-96.0796308,31.642271,DC,GAS,0.0
5995,-94.4018103,32.1562628,DF,GAS,0.0
5996,-94.8858754,32.558596,DF,GAS,0.0
5997,-97.4481406,33.020832500000004,DF,GAS,0.0
5998,-97.3168546,32.9465358,DF,GAS,1.0
5999,-97.3165756,32.946766700000005,DF,GAS,1.0
6000,-97.4947825,33.1046233,DF,GAS,0.0
6001,-97.4459064,32.924605,DF,GAS,1.0
6002,-97.3986715,33.2723059,DF,GAS,1.0
6003,-97.4559681,32.9213143,DF,GAS,0.0
6004,-100.3245584,35.6579868,DC,GAS,0.0
6005,-100.4024292,35.4823938,DC,GAS,0.0
6006,-100.060978,35.5226951,DC,GAS,0.0
6007,-90.6452322,29.1518099,DC,GAS,0.0
6008,-93.5668419,32.4676531,DF,GAS,0.0
6009,-93.6124543,32.3853218,DF,GAS,0.0
6010,-92.5376466,32.3782079,DC,GAS,1.0
6011,-92.5690364,32.384319,DC,GAS,1.0
6012,-92.6141848,30.1846421,DC,GAS,1.0
6013,-104.8678894,36.983181,DF,GAS,0.0
6014,-108.1247406,36.9757576,DC,GAS,0.0
6015,-121.95241,39.069168,DC,GAS,0.0
6016,-107.75775,39.50767000000001,DF,GAS,0.0
6017,-108.05877,39.39212,DF,GAS,1.0
6018,-108.111443,39.485971,DF,GAS,1.0
6019,-108.64285,38.05425,DC,GAS,0.0
6020,-104.92779,40.12109,DF,GAS,0.0
6021,-94.4109621,30.0114058,DC,GAS,0.0
6022,-96.5201396,31.1546993,DC,GAS,0.0
6023,-103.1032774,31.9104495,DC,GAS,0.0
6024,-97.4691779,33.0194972,DF,GAS,0.0
6025,-92.6090377,32.34932,DC,GAS,0.0
6026,-107.8663788,36.97000120000001,DC,GAS,0.0
6027,-107.7190247,36.7088699,DF,GAS,0.0
6028,-104.115242,32.3368225,DF,GAS,0.0
6029,-108.2701645,36.7429314,DC,GAS,0.0
6030,-95.163286,30.528585,DC,GAS,1.0
6031,-96.2072224,29.3770413,DC,GAS,1.0
6032,-99.0556903,27.7496895,DC,GAS,0.0
6033,-99.3724213,27.1878854,DC,GAS,0.0
6034,-98.3888227,26.67390480000001,DC,GAS,1.0
6035,-99.2135317,27.044056800000003,DC,GAS,0.0
6036,-97.1376561,27.9077257,DC,GAS,1.0
6037,-96.0732066,31.6660268,DC,GAS,0.0
6038,-96.2064868,31.8596952,DC,GAS,0.0
6039,-94.4902142,32.4544865,DF,GAS,1.0
6040,-95.15066,32.2038228,DC,GAS,0.0
6041,-94.6383849,32.4220917,DF,GAS,0.0
6042,-95.1223477,32.1898734,DC,GAS,0.0
6043,-107.75775,39.50762,DF,GAS,0.0
6044,-107.67841,39.44869,DF,GAS,0.0
6045,-107.735,39.49588,DF,GAS,1.0
6046,-107.991159,39.482631,DF,GAS,0.0
6047,-107.934774,39.528898,DF,GAS,0.0
6048,-108.075439,39.454284,DF,GAS,1.0
6049,-104.68116,40.23502,DF,GAS,0.0
6050,-93.53831329999998,32.5017635,DF,GAS,0.0
6051,-99.1426186,26.5813276,DC,GAS,1.0
6052,-99.1022883,27.0538683,DC,GAS,1.0
6053,-96.2746642,31.3755113,DC,GAS,1.0
6054,-95.1285229,32.1825544,DC,GAS,1.0
6055,-94.8020794,32.4904409,DF,GAS,0.0
6056,-108.15543999999998,39.53628,DF,GAS,0.0
6057,-107.73837,39.43784,DF,GAS,3.0
6058,-107.73825,39.49085,DF,GAS,0.0
6059,-107.73631,39.49843,DF,GAS,1.0
6060,-107.73717,39.49844,DF,GAS,1.0
6061,-107.7371,39.49845,DF,GAS,0.0
6062,-107.76799999999999,39.44347,DF,GAS,0.0
6063,-107.76797,39.44336,DF,GAS,0.0
6064,-108.072144,39.453707,DF,GAS,0.0
6065,-108.006706,39.505264,DF,GAS,1.0
6066,-108.38388,40.0031,DF,GAS,0.0
6067,-104.96527,40.20828,DF,GAS,1.0
6068,-91.3838741,30.5703293,DC,GAS,0.0
6069,-92.5026456,32.3782077,DC,GAS,0.0
6070,-90.632366,29.532605100000005,DC,GAS,0.0
6071,-107.8828888,36.8713188,DF,GAS,4.0
6072,-107.5368347,36.9389648,DF,GAS,0.0
6073,-108.332508,39.691687,DF,GAS,4.0
6074,-109.04297,39.97399,DC,GAS,0.0
6075,-97.5307107,33.2191517,DF,GAS,0.0
6076,-98.3044916,26.4751042,DC,GAS,0.0
6077,-96.4718929,31.1486737,DC,GAS,0.0
6078,-99.2474584,26.8888066,DC,GAS,0.0
6079,-99.2673597,27.0349987,DC,GAS,0.0
6080,-99.1895959,27.1013979,DC,GAS,0.0
6081,-94.435709,31.791568800000004,DF,GAS,4.0
6082,-99.20862259999998,27.5392344,DC,GAS,4.0
6083,-99.1343472,27.0827716,DC,GAS,1.0
6084,-94.3222677,32.2637335,DF,GAS,0.0
6085,-94.3019777,32.0743505,DF,GAS,0.0
6086,-94.4805356,32.1620632,DF,GAS,0.0
6087,-94.6368023,32.380252299999995,DF,GAS,0.0
6088,-121.96663,39.063612,DC,GAS,0.0
6089,-92.554036,32.3701525,DC,GAS,0.0
6090,-94.4396573,32.242807899999995,DF,GAS,0.0
6091,-97.4560165,33.149660600000004,DF,GAS,1.0
6092,-97.4561309,33.1496886,DF,GAS,0.0
6093,-97.3574704,33.1488226,DF,GAS,1.0
6094,-97.1716262,33.073611199999995,DF,GAS,0.0
6095,-97.3532828,32.9657141,DF,GAS,1.0
6096,-100.3279436,35.6715798,DC,GAS,0.0
6097,-100.396721,35.7143792,DC,GAS,0.0
6098,-107.75539,39.44483,DF,GAS,0.0
6099,-107.77024,39.50228,DF,GAS,0.0
6100,-107.736902,39.498488,DF,GAS,1.0
6101,-107.75866,39.48209,DF,GAS,1.0
6102,-107.75871,39.48205,DF,GAS,0.0
6103,-107.72794,39.47828,DF,GAS,1.0
6104,-107.77211,39.51261,DF,GAS,1.0
6105,-107.989132,39.496673,DF,GAS,1.0
6106,-107.77025,39.50239000000001,DF,GAS,1.0
6107,-107.7316,39.44838,DF,GAS,1.0
6108,-107.66313999999998,39.46985,DF,GAS,1.0
6109,-108.075248,39.458171,DF,GAS,0.0
6110,-104.60242,40.4365,DF,GAS,3.0
6111,-107.989126,39.49655,DF,GAS,3.0
6112,-108.258648,39.270884,DC,GAS,0.0
6113,-104.92051,40.11974,DF,GAS,1.0
6114,-104.64594,40.26602000000001,DF,GAS,1.0
6115,-104.879919,40.252764,DF,GAS,3.0
6116,-89.89971990000002,29.797309100000003,DC,GAS,0.0
6117,-90.6426437,29.3369453,DC,GAS,0.0
6118,-92.9243259,32.4029351,DC,GAS,0.0
6119,-93.5710085,32.4773751,DF,GAS,0.0
6120,-91.2213843,29.8510762,DC,GAS,0.0
6121,-93.4637567,32.3998213,DF,GAS,0.0
6122,-93.4635901,32.399599,DF,GAS,0.0
6123,-93.534892,32.4637343,DF,GAS,0.0
6124,-93.5521931,32.4467482,DF,GAS,3.0
6125,-93.579896,32.4610091,DF,GAS,0.0
6126,-103.14341740000002,32.4997406,DF,GAS,4.0
6127,-103.6519852,32.6208801,DF,GAS,0.0
6128,-107.89050290000002,36.9609604,DC,GAS,0.0
6129,-97.5725356,28.83661840000001,DC,GAS,0.0
6130,-95.377763,30.2286521,DC,GAS,4.0
6131,-99.1281826,27.1170575,DC,GAS,0.0
6132,-96.0967526,31.790913,DC,GAS,4.0
6133,-94.4552115,32.2603997,DF,GAS,0.0
6134,-94.3243379,32.158113,DF,GAS,3.0
6135,-102.7936484,30.4449197,DC,GAS,4.0
6136,-97.4874385,32.9920462,DF,GAS,0.0
6137,-97.5628542,33.2232566,DF,GAS,4.0
6138,-100.0376817,35.28724970000001,DC,GAS,0.0
6139,-100.0227031,36.670134,DC,GAS,1.0
6140,-100.8509786,36.8649471,DC,GAS,1.0
6141,-99.8477195,35.3889434,DC,GAS,4.0
6142,-99.8193679,35.3968168,DC,GAS,0.0
6143,-99.5295528,35.2729699,DC,GAS,0.0
6144,-98.5969797,36.1466487,DC,GAS,3.0
6145,-96.567359,34.0175424,DC,GAS,0.0
6146,-98.3120235,35.1931173,DC,GAS,0.0
6147,-98.1267743,34.939551,DC,GAS,0.0
6148,-98.1644801,34.948395399999995,DC,GAS,4.0
6149,-98.1918323,34.95553220000001,DC,GAS,1.0
6150,-98.2107461,34.9594993,DC,GAS,1.0
6151,-98.2271804,34.96615560000001,DC,GAS,0.0
6152,-98.2885989,34.9725064,DC,GAS,0.0
6153,-98.2112879,34.9630164,DC,GAS,0.0
6154,-98.289751,34.9697104,DC,GAS,2.0
6155,-98.1853164,34.9403045,DC,GAS,3.0
6156,-98.204978,34.9399572,DC,GAS,0.0
6157,-98.1261639,34.9238336,DC,GAS,4.0
6158,-98.1996832,34.957626399999995,DC,GAS,4.0
6159,-98.2575996,34.961986,DC,GAS,4.0
6160,-98.2763989,34.946857200000004,DC,GAS,4.0
6161,-98.2007512,34.936710999999995,DC,GAS,1.0
6162,-98.1486252,35.016239299999995,DC,GAS,0.0
6163,-98.0164507,35.615169,DC,GAS,1.0
6164,-97.7590193,35.4958934,DC,GAS,0.0
6165,-98.1809047,35.4283453,DC,GAS,0.0
6166,-97.7577289,35.3667816,DF,GAS,0.0
6167,-98.240951,35.4994261,DF,GAS,0.0
6168,-97.8936884,35.4144203,DF,GAS,0.0
6169,-97.4971218,34.4031898,DC,GAS,0.0
6170,-97.12938309999998,34.317122999999995,DC,GAS,1.0
6171,-97.3210135,34.199060100000004,DC,GAS,0.0
6172,-97.5744055,35.3621224,DC,GAS,0.0
6173,-97.5745964,35.37680860000001,DC,GAS,1.0
6174,-97.5432388,35.37153729999999,DC,GAS,0.0
6175,-96.2938572,34.5752761,DF,GAS,1.0
6176,-98.1687888,34.7532448,DC,GAS,0.0
6177,-99.304532,35.7699294,DC,GAS,0.0
6178,-98.745931,35.5914476,DC,GAS,1.0
6179,-99.3719664,35.6515108,DC,GAS,1.0
6180,-99.3088578,35.5154718,DC,GAS,0.0
6181,-99.0077748,35.9331151,DC,GAS,0.0
6182,-99.9959128,36.5141838,DC,GAS,0.0
6183,-98.0624441,36.3236618,DC,GAS,0.0
6184,-97.9307039,36.4814777,DC,GAS,0.0
6185,-97.623273,34.8199782,DC,GAS,0.0
6186,-97.6652818,34.8280342,DC,GAS,0.0
6187,-97.570774,34.845323,DC,GAS,1.0
6188,-97.4921346,34.7620436,DC,GAS,0.0
6189,-97.94069,35.0273748,DC,GAS,0.0
6190,-97.6902317,34.8955447,DC,GAS,0.0
6191,-98.0424591,34.911333899999995,DC,GAS,4.0
6192,-97.7360393,34.8531564,DC,GAS,4.0
6193,-97.7365504,34.846683,DC,GAS,0.0
6194,-97.7802354,34.7336333,DC,GAS,0.0
6195,-97.7386844,34.7019459,DC,GAS,1.0
6196,-97.7637936,34.73498370000001,DC,GAS,1.0
6197,-97.7992344,34.8167836,DC,GAS,0.0
6198,-97.7444218,34.7046427,DC,GAS,0.0
6199,-97.7622068,34.7410794,DC,GAS,0.0
6200,-97.7317037,34.7440054,DC,GAS,0.0
6201,-97.717375,34.715506899999994,DC,GAS,0.0
6202,-97.7348697,34.713607,DC,GAS,0.0
6203,-98.0879699,34.9145416,DC,GAS,0.0
6204,-97.7649533,34.7302422,DC,GAS,4.0
6205,-97.7506173,34.725748700000004,DC,GAS,0.0
6206,-97.7159863,34.6938745,DC,GAS,0.0
6207,-97.7606582,34.7514322,DC,GAS,0.0
6208,-97.7815174,34.7548995,DC,GAS,0.0
6209,-97.7144917,35.3121993,DC,GAS,0.0
6210,-98.091861,34.908201700000006,DC,GAS,0.0
6211,-97.7144917,35.31203529999999,DC,GAS,0.0
6212,-97.7144917,35.3119552,DC,GAS,0.0
6213,-97.7159737,34.8717833,DC,GAS,0.0
6214,-97.726579,34.8786571,DC,GAS,0.0
6215,-97.7671584,34.74013720000001,DC,GAS,0.0
6216,-98.0165478,34.8354049,DC,GAS,1.0
6217,-97.7032475,34.867801,DC,GAS,0.0
6218,-98.0737941,34.9137292,DC,GAS,1.0
6219,-97.8484068,34.8080174,DC,GAS,1.0
6220,-98.0642723,34.9149271,DC,GAS,0.0
6221,-97.7504345,34.749052,DC,GAS,0.0
6222,-97.7335953,34.6856042,DC,GAS,0.0
6223,-97.7115534,34.6859935,DC,GAS,0.0
6224,-98.0836363,34.9186766,DC,GAS,0.0
6225,-97.7557597,34.7292467,DF,GAS,0.0
6226,-97.7621709,34.8669764,DF,GAS,0.0
6227,-97.7668536,34.765851399999995,DC,GAS,0.0
6228,-97.876896,34.8286159,DF,GAS,1.0
6229,-97.806148,34.886377200000005,DF,GAS,3.0
6230,-97.7699814,34.743440500000005,DC,GAS,3.0
6231,-94.9351844,35.1315977,DC,GAS,3.0
6232,-94.9372678,35.095057000000004,DC,GAS,0.0
6233,-96.1408215,34.92342360000001,DC,GAS,3.0
6234,-97.782021,35.9131211,DC,GAS,3.0
6235,-97.783646,35.90410720000001,DC,GAS,1.0
6236,-98.7741335,35.0924725,DC,GAS,1.0
6237,-95.1421492,34.9834205,DC,GAS,0.0
6238,-95.07059,35.001914,DC,GAS,4.0
6239,-95.435024,34.983175700000004,DC,GAS,4.0
6240,-95.2350484,34.888489,DC,GAS,1.0
6241,-94.9835198,35.0025129,DC,GAS,0.0
6242,-95.006096,34.9062002,DC,GAS,0.0
6243,-94.9670243,35.017340600000004,DC,GAS,0.0
6244,-94.9764391,35.0325345,DC,GAS,0.0
6245,-95.3707123,34.893005,DC,GAS,0.0
6246,-95.3587413,34.886878700000004,DC,GAS,0.0
6247,-95.0975533,34.8210609,DC,GAS,0.0
6248,-95.2468283,34.7609763,DC,GAS,1.0
6249,-95.1871336,34.7997523,DC,GAS,1.0
6250,-95.1967091,34.8872492,DC,GAS,1.0
6251,-95.2383519,34.8022929,DC,GAS,1.0
6252,-95.4736284,34.789913299999995,DC,GAS,1.0
6253,-95.4850586,34.8851196,DC,GAS,4.0
6254,-95.4877367,34.879771500000004,DC,GAS,0.0
6255,-95.2357949,34.6870248,DC,GAS,4.0
6256,-95.2197358,34.9293402,DC,GAS,4.0
6257,-95.4320018,34.896415000000005,DC,GAS,4.0
6258,-95.230547,34.9105721,DC,GAS,4.0
6259,-95.3470761,34.9936359,DC,GAS,0.0
6260,-95.0411622,34.985732299999995,DC,GAS,0.0
6261,-95.0141071,34.990737,DC,GAS,0.0
6262,-95.4056871,34.909617700000005,DC,GAS,0.0
6263,-95.3321741,34.8062865,DC,GAS,1.0
6264,-94.9465006,35.019869799999995,DC,GAS,1.0
6265,-94.9649184,35.0235165,DC,GAS,0.0
6266,-95.237688,34.789342100000006,DC,GAS,0.0
6267,-95.2814905,34.870434,DC,GAS,0.0
6268,-95.0985833,34.8026894,DC,GAS,0.0
6269,-95.1859284,34.920795299999995,DC,GAS,1.0
6270,-94.9835654,35.0198315,DC,GAS,0.0
6271,-95.2127923,34.780278499999994,DC,GAS,0.0
6272,-95.1592395,34.7906008,DC,GAS,1.0
6273,-95.1932608,34.988681,DC,GAS,1.0
6274,-94.9783316,35.006060600000005,DC,GAS,0.0
6275,-94.9483009,35.0409076,DC,GAS,1.0
6276,-94.987388,35.0034475,DC,GAS,1.0
6277,-95.1913304,34.9617838,DC,GAS,1.0
6278,-94.9898982,34.987323,DC,GAS,0.0
6279,-94.9828942,34.986663,DC,GAS,1.0
6280,-94.9824669,34.9750474,DC,GAS,0.0
6281,-94.9769888,34.9877998,DC,GAS,1.0
6282,-94.8114169,35.1056656,DC,GAS,0.0
6283,-94.8349312,35.1185859,DC,GAS,0.0
6284,-94.7919384,35.1099724,DC,GAS,0.0
6285,-94.9211627,35.016791299999994,DC,GAS,0.0
6286,-94.4748277,35.1927497,DC,GAS,0.0
6287,-94.915227,35.002101,DC,GAS,1.0
6288,-94.8782155,35.0192136,DC,GAS,1.0
6289,-97.1065699,35.623204,DC,GAS,0.0
6290,-97.4152276,35.8694639,DC,GAS,0.0
6291,-97.4472483,35.8116914,DC,GAS,1.0
6292,-97.1199424,34.054747,DC,GAS,1.0
6293,-97.0439483,34.0013648,DC,GAS,4.0
6294,-96.643129,34.0525039,DC,GAS,1.0
6295,-96.649759,34.0532783,DC,GAS,0.0
6296,-96.6116565,34.024840000000005,DF,GAS,0.0
6297,-96.6037141,34.025938700000005,DF,GAS,0.0
6298,-97.5458658,35.5717001,DC,GAS,0.0
6299,-97.5253476,35.3864412,DC,GAS,0.0
6300,-97.5315354,35.4036412,DC,GAS,0.0
6301,-97.6161333,35.5098,DC,GAS,0.0
6302,-97.52072640000002,35.5719066,DC,GAS,0.0
6303,-97.4985937,35.6343399,DC,GAS,0.0
6304,-97.5285237,35.5551796,DC,GAS,0.0
6305,-97.3412999,35.4672674,DC,GAS,0.0
6306,-97.5948935,35.5843981,DC,GAS,0.0
6307,-97.3413533,35.4672674,DC,GAS,0.0
6308,-97.3278565,35.46676779999999,DC,GAS,0.0
6309,-97.5544393,35.395286799999994,DC,GAS,0.0
6310,-97.5183152,35.5456624,DC,GAS,0.0
6311,-97.6379539,35.52120139999999,DC,GAS,0.0
6312,-97.5079388,35.5235649,DC,GAS,1.0
6313,-97.4579481,35.407083,DC,GAS,0.0
6314,-95.6982157,34.7857197,DC,GAS,1.0
6315,-95.6024245,34.7537076,DC,GAS,0.0
6316,-95.9984983,34.8697798,DC,GAS,0.0
6317,-95.6905628,34.7630606,DC,GAS,0.0
6318,-95.6561143,34.73955479999999,DC,GAS,4.0
6319,-95.540815,34.759265899999995,DC,GAS,4.0
6320,-95.6593497,34.7622598,DC,GAS,0.0
6321,-95.6338776,34.9911438,DC,GAS,0.0
6322,-95.6253061,34.757895899999994,DC,GAS,0.0
6323,-95.6628366,34.770385,DC,GAS,0.0
6324,-95.6838106,34.77120120000001,DC,GAS,0.0
6325,-95.5697022,34.85758870000001,DC,GAS,0.0
6326,-95.5909437,34.8809001,DC,GAS,0.0
6327,-95.8600089,34.7006885,DC,GAS,1.0
6328,-95.6784631,34.826372799999994,DC,GAS,1.0
6329,-95.6181284,34.8909287,DC,GAS,0.0
6330,-95.7048613,34.793352899999995,DC,GAS,0.0
6331,-95.698933,34.796027,DC,GAS,0.0
6332,-95.719823,34.791838299999995,DC,GAS,0.0
6333,-95.2116085,34.6754014,DC,GAS,3.0
6334,-99.5400922,35.6716217,DC,GAS,0.0
6335,-99.4231186,35.78164070000001,DC,GAS,0.0
6336,-99.506638,35.72663710000001,DC,GAS,1.0
6337,-99.7671712,35.67895679999999,DC,GAS,1.0
6338,-94.4551413,35.383438,DC,GAS,0.0
6339,-97.7834688,34.6130734,DC,GAS,1.0
6340,-97.5767518,34.4482662,DC,GAS,0.0
6341,-97.7809664,34.6128903,DC,GAS,0.0
6342,-97.7645466,34.5192425,DC,GAS,0.0
6343,-97.7694449,34.53836879999999,DC,GAS,0.0
6344,-97.9077988,34.547008,DC,GAS,0.0
6345,-97.7665304,34.5308503,DC,GAS,1.0
6346,-97.6988041,34.663754700000005,DC,GAS,3.0
6347,-97.7116295,34.6673555,DC,GAS,3.0
6348,-97.676243,34.6289544,DC,GAS,3.0
6349,-97.7178552,34.6627703,DC,GAS,1.0
6350,-97.7041296,34.6662913,DC,GAS,0.0
6351,-97.7220898,34.677361,DC,GAS,1.0
6352,-97.6957369,34.6608175,DC,GAS,1.0
6353,-98.094812,34.61713820000001,DC,GAS,1.0
6354,-98.1086805,34.6447895,DC,GAS,0.0
6355,-97.6896408,34.6476305,DC,GAS,0.0
6356,-97.9985762,34.6184393,DC,GAS,0.0
6357,-97.6968128,34.6690951,DC,GAS,0.0
6358,-97.6988805,34.6746338,DC,GAS,0.0
6359,-97.9122253,34.6324126,DC,GAS,0.0
6360,-97.9913652,34.5629028,DC,GAS,0.0
6361,-97.6748774,34.6323075,DC,GAS,0.0
6362,-97.9988431,34.6124542,DC,GAS,0.0
6363,-97.985194,34.6222616,DC,GAS,0.0
6364,-97.9697678,34.6577906,DC,GAS,1.0
6365,-97.6658285,34.6191434,DF,GAS,0.0
6366,-97.6903653,34.6259408,DF,GAS,0.0
6367,-98.0030937,34.6579011,DC,GAS,0.0
6368,-97.9513423,34.6515615,DC,GAS,1.0
6369,-97.9959752,34.6548686,DC,GAS,0.0
6370,-98.0340611,34.5819754,DC,GAS,0.0
6371,-97.9341069,34.6361088,DC,GAS,0.0
6372,-97.9294987,34.6366848,DC,GAS,0.0
6373,-97.9808681,34.62154829999999,DC,GAS,4.0
6374,-97.974208,34.6506154,DC,GAS,4.0
6375,-98.0140423,34.6602699,DC,GAS,0.0
6376,-97.9190615,34.6460383,DC,GAS,0.0
6377,-97.952357,34.6499785,DC,GAS,4.0
6378,-98.0392567,34.570074,DC,GAS,4.0
6379,-97.9531579,34.6410524,DC,GAS,0.0
6380,-101.3478736,36.8096156,DC,GAS,0.0
6381,-99.3191897,35.3259213,DC,GAS,0.0
6382,-98.8773629,35.1191664,DC,GAS,0.0
6383,-99.2490932,35.22657260000001,DC,GAS,0.0
6384,-99.0806383,35.4054118,DC,GAS,0.0
6385,-99.0323208,35.132524,DC,GAS,0.0
6386,-99.2593627,35.2179744,DC,GAS,0.0
6387,-99.28097,35.2298074,DC,GAS,0.0
6388,-99.0662573,35.142033700000006,DC,GAS,4.0
6389,-99.2446222,35.2147244,DC,GAS,4.0
6390,-99.218224,35.2188138,DC,GAS,0.0
6391,-99.2627579,35.2210414,DC,GAS,0.0
6392,-99.3311505,35.24658789999999,DC,GAS,3.0
6393,-99.2673282,35.229780700000006,DC,GAS,3.0
6394,-99.27321059999998,35.228106,DC,GAS,3.0
6395,-99.2966185,35.23712000000001,DC,GAS,1.0
6396,-99.2558837,35.2264811,DC,GAS,1.0
