index,lon,lat
0,-80.32535985729015,40.399750382493636
1,-80.04527551107356,40.791207310589535
2,-80.2528140807828,40.16205260424879
3,-79.98315100932889,40.811884570336225
4,-79.15740712616018,41.71791459530649
5,-79.028118821862,41.67687049692477
6,-79.13781835617516,41.868146234869116
7,-78.76275729721348,41.91787002472413
8,-78.80515238154571,41.6664451913247
9,-78.748328770919,41.6664451913247
10,-78.72806674956112,41.79537469761955
11,-81.31869073144361,38.44507005264962
12,-82.02164096093503,37.96346204632133
13,-81.98474521544848,38.398349686127865
14,-82.56370445197325,38.354765779662856
15,-82.09822624028949,37.828037888593286
16,-82.35157407182399,37.868840100633776
17,-80.57738537591295,39.831039067692686
18,-80.54468636000782,39.98485062661793
19,-81.17230911862917,39.35962657474329
20,-80.4481696366251,39.1123984714297
21,-80.61718375864385,39.59143441798607
22,-80.51812722845835,39.52649193894037
23,-80.51401515880424,39.03718791250802
24,-80.80187560598783,39.237720163295535
25,-80.78543996936244,39.286076970142105
26,-87.21199998146795,30.87365746626988
27,-87.91413989014893,33.25825870028332
28,-86.94869852283631,31.47273359268269
29,-87.07399570126037,31.14050256093577
30,-87.02073230634413,31.25199205476429
31,-87.43878660993792,31.407333129934983
32,-87.44745224695373,31.442457473017225
33,-87.30748062393458,31.52095768698501
34,-87.46088471317637,31.08927871204604
35,-87.5100121441503,31.122929510069085
36,-88.28397217025207,31.45451551178284
37,-88.18584690286036,30.94517925617803
38,-88.14865061431742,30.373248865055753
39,-88.15805062677296,30.35378326668962
40,-88.14238393994594,30.357568547413816
41,-88.01807849620566,30.890017052359074
42,-82.94230914733849,36.42007333307127
43,-88.57415527538315,31.7058839053704
44,-88.54666891267885,30.36352298541461
45,-88.31457483718599,31.85935682356501
46,-88.56428227747264,33.84177749702391
47,-88.80008527758469,33.79741552283689
48,-82.51727031754481,37.516105161119754
49,-82.818983343365,37.54392613348017
50,-81.33322810749941,39.802266675117615
51,-81.4222140984468,39.43132574899529
52,-83.66211079868455,42.5807799845069
53,-84.00625473814205,43.84811982396762
54,-84.13163657649342,44.45599255439847
55,-84.28606897802071,44.34123759318445
56,-83.95180206811271,43.60053695326879
57,-83.82086087267487,44.24876440579054
58,-84.7768525426119,43.71228445923313
59,-85.05846480454919,44.727945484536136
60,-85.40450428268097,44.03537277053997
61,-85.44349964790467,44.02602730398307
62,-86.2110819346282,44.2529812922645
63,-85.12697107731108,44.096863749724704
64,-84.67100706563356,44.9952904773108
65,-103.27062336054665,46.896094633003166
66,-103.30560417183364,47.23288925630939
