index,lon,lat
0,-97.52596499979677,27.83297400002269
1,-75.22835200038494,39.841426000120286
2,-82.59640799987899,38.37660199966388
3,-83.15849300003586,42.28369999997758
4,-81.41387800030812,40.77292900010128
5,-90.5959520002528,30.06013900025212
6,-94.93345600030862,29.37469200018487
7,-94.91047200009658,29.3665420003654
8,-87.71585099983238,38.99728400034219
9,-92.71212299979022,33.363208999639355
10,-90.89254699960756,30.10777399979449
11,-90.40412999991995,30.001717000355438
12,-93.96922399982871,29.86000100008848
13,-92.99434500041313,44.85100699971818
14,-158.11092700006782,21.309492999766892
15,-75.63132300016527,39.587732999924114
16,-75.25776700019017,39.84030400016849
17,-83.50491999970312,41.628890000259474
18,-88.04654999995955,41.65562500032308
19,-97.42843400030485,27.809474000321234
20,-93.27113499990408,30.24121500022011
21,-93.14496500038365,30.287953999956446
22,-95.20679899966268,29.721442000026258
23,-95.74753800027295,29.077881000099115
24,-122.696617999849,48.830500999912864
25,-122.25563199955224,38.043474000144016
26,-108.49014299955591,45.78057000006402
27,-97.07926400030743,36.6759389997429
28,-93.33259599969166,30.181174000218427
29,-89.97983899963401,29.68440500030489
30,-74.22235000017848,40.635876000181604
31,-118.24347300010605,33.81085600027398
32,-91.21081100034569,30.477375999844927
33,-88.05620000008392,30.788599999651154
34,-90.33032799955635,29.93975500035688
35,-122.1110170001008,38.019952000341725
36,-122.5562439998545,48.47069299998518
37,-119.04792199966444,35.387330000334785
38,-110.95999599960766,41.260003000029435
39,-111.91060299974673,40.867507999801795
40,-106.24243700021157,42.858453000166094
41,-107.10951099967178,41.78016300003361
42,-104.94470500044632,39.80179399999045
43,-104.94649700019929,39.803311000007405
44,-100.88376699957546,46.849832000167744
45,-111.90545500009348,40.792314999714094
46,-118.23122899961443,33.801089000088474
47,-122.06390499965393,38.023026000219296
48,-118.23667699974159,33.81857800026466
49,-151.3766750001898,60.682334999921075
50,-122.56252200018513,48.49436899982697
51,-94.22820799979635,30.398348000296377
52,-93.9844140001418,29.998606000306772
53,-93.3200680004162,30.13238899963017
54,-79.12802400037789,41.83218699986959
55,-118.23366300014813,33.779054999926736
56,-94.89533700003506,29.378095999733148
57,-90.42320199966477,30.00236800033675
58,-95.25558499986174,29.72280500012368
59,-97.48450499969157,27.816758000356778
60,-97.10179400005974,34.204399999915054
61,-118.2368609998646,33.798300999872396
62,-122.13831899976273,38.07200700011387
63,-98.18826500022448,28.459210000073124
64,-101.88099099969375,35.95562999976516
65,-89.94119800002697,29.933812999835048
66,-90.0825970002185,35.08470400019681
67,-93.88923400044456,29.958381999979977
68,-106.39561300001616,31.767511999670354
69,-108.4273589996454,35.4884679997045
70,-118.16664700010321,33.946372000310106
71,-101.3655970000343,35.69318699990254
72,-90.06728300005689,38.845943999701106
73,-95.2517610001563,29.70155600010263
74,-95.1135660004274,29.82338000003437
75,-118.98697100041308,35.43949200021516
76,-91.74800099981351,30.526507999935237
77,-101.41507299979635,32.27099200035029
78,-118.14662700015423,33.89955099998425
79,-78.62942399956515,41.96671499969922
80,-146.38176200033985,61.081919000007105
81,-147.74849900044472,64.85276000015918
82,-104.2139029996442,43.84852099985222
83,-97.78724799968056,29.261622000049144
84,-83.45396299963441,41.68002100019653
85,-148.3781300003759,70.25358600009561
86,-87.48026799982836,41.66810299979933
87,-122.73476600043486,48.88462399986429
88,-92.06731199959171,46.69057199982842
89,-93.79259199980892,32.46756099994114
90,-111.29531600003165,47.52321200008006
91,-93.51187399995722,32.591070000332515
92,-98.45999499992573,29.34763700029239
93,-93.41112800013205,32.798530999650175
94,-75.20306099986081,39.910061000226285
95,-89.97439300005497,29.93515100010685
96,-118.41099399995173,33.911422000291985
97,-122.39866500021128,37.94978000013376
98,-111.92393600000948,40.824743999663745
99,-88.4899139998152,30.344743999708275
100,-158.088116999933,21.303643999636346
101,-108.76810000043244,45.65837399973655
102,-97.67768000028454,38.34162800007699
103,-122.39712600017832,47.25578599983083
104,-149.60406900016378,70.32483200003182
105,-84.6145609998528,37.069685000301945
106,-87.9288770003199,37.906027999871284
107,-95.60582299971392,37.04952500001079
108,-97.16775599959526,34.632945000111796
109,-102.91136499963423,46.855394999825904
110,-95.12679699968464,29.731441000017718
111,-95.28196400033212,32.360432000234844
112,-92.67377400026123,33.19973100025336
113,-75.40389599956019,39.81914300010936
114,-80.62939899957166,40.610825999678895
115,-90.90784499987564,32.38599799964002
116,-93.3390189997872,30.18829500011401
117,-91.16979700030431,30.486271999909786
118,-108.43477799962572,45.814530999830296
119,-94.97679799968012,29.76143100022191
120,-94.10679599994178,30.111321000090555
121,-118.33231699974638,33.85320799975802
122,-88.18330899958767,41.41470999976868
123,-111.92066499959972,40.83855600032635
124,-115.61789799956301,38.621485999946955
125,-105.26040000003326,43.01999999995166
126,-87.3630000002447,31.071999999723765
127,-120.5110799995737,34.930191000074714
128,-104.39097900007799,32.844821000201485
129,-96.87266199974032,37.797473000159385
130,-104.78975000040924,41.1271319996791
131,-95.9999490003572,36.11674900030837
132,-96.02269699966939,36.1391330001188
133,-111.90482300025681,40.8865810001511
134,-87.61101099996503,33.200486999633696
135,-89.00918899997978,31.814884000326646
136,-84.12464000029235,40.71596499977279
137,-118.91795299965469,35.29471900009796
138,-95.21968199966366,29.733018000279323
139,-93.03910000031924,44.763299999865644
